artist,cp,section,song
Tim Clarke,"6,4,5,6",Verse,New Age
Senpi,"6,4,5,6",Solo 1,Awakening Wolf's Instinct
ZUN,"6,4,5,6",Intro,Purest Sky and Sea
ZUN,"6,4,5,6",Verse,Purest Sky and Sea
ZUN,"6,4,5,6",Outro,Purest Sky and Sea
Toru Minegishi,"6,4,5,6",Chorus,Splatfest Battle - Ink Me Up
Wan Wan,"6,4,5,6",Verse,World Yamataizer
Mr Death,"6,4,5,6",Chorus,Red Velvet
ZUN,"6,4,5,6",Intro,Bell of Avici - Infinite Nightmare
Brand New,"6,4,5,6",Intro,Not the Sun
Brand New,"6,4,5,6",Pre-Chorus,Not the Sun
Nightwish,"6,4,5,6",Intro,Wish I Had An Angel
WhiteFlame,"6,4,5,6",Verse,Senbonzakura
ZUN,"6,4,5,6",Chorus,Bell of Avici - Infinite Nightmare
Angus and Julia Stone,"6,4,5,6",Bridge,Big Jet Plane
ZUN,"6,4,5,6",Intro,Because Princess Inada Is Scolding Me
ZUN,"6,4,5,6",Outro,Because Princess Inada Is Scolding Me
ZUN,"6,4,5,6",Verse,The Wheelchair's Future in Space
Black20 Studios,"6,4,5,6",Intro and Verse,I Am A Building
Big Giant Circles,"6,4,5,6",Intro and Verse,Sevcon
ZUN,"6,4,5,6",Verse,Mystic Dream
Toby Fox,"6,4,5,6",Intro,Asgore
Scott Krippayne,"6,4,5,6",Verse,I'm Not Cool
IOSYS,"6,4,5,6",Intro,Artificial Children
Toby Fox,"6,4,5,6",Outro,Megalovania
Beck,"6,4,5,6",Verse and Pre-Chorus,Blue Moon
Ozzy Osbourne,"6,4,5,6",Verse,Mr Crowley
ZUN,"6,4,5,6",Intro,Fate of 60 Years
nanobii,"6,4,5,6",Chorus,HYPER DRIVE
Sondre Lerche,"6,4,5,6",Pre-Chorus,Say It All
Kevin Gates,"6,4,5,6",Chorus,2 Phones
Nintendo,"6,4,5,6",Verse and Pre-Chorus,Warioware DIY- Jimmy's Aerobics
Martin Garrix - Tiesto,"6,4,5,6",Chorus,The Only Way Is Up
Anamanaguchi,"6,4,5,6",Chorus,Rock Club
Marina and the Diamonds,"6,4,5,6",Chorus,Oh No
Debbie Gibson,"6,4,5,6",Verse and Pre-Chorus,Out Of The Blue
Toby Fox,"6,4,5,6",Verse,Stronger Monsters
ZUN,"6,4,5,6",Verse,Onigashima in Fairy Land - Missing Power
Jay Hardway,"6,4,5,6",Chorus,Stardust
Nobuo Uematsu,"6,4,5,6",Verse,Fighting - Final Fantasy VII
Austin Jorgensen,"6,4,5,6",Chorus,Goodbye Baby
Wan Wan,"6,4,5,6",Verse,Sky-Filling Departed Spirit - Lightning Word
Van Halen,"6,4,5,6",Intro,Right Now
Greek Fire,"6,4,5,6",Verse and Pre-Chorus,Top Of The World
Mini Pati,"6,4,5,6",Chorus,Hirari Kirakira Yami Yami Museum
ZUN,"6,4,5,6",Verse,Legend of the Great Gods
ZUN,"6,4,5,6",Chorus,Dreamy Pilot
Blink-182,"6,4,5,6",Verse,She's Out Of Her Mind
Ai Ootsuka,"6,4,5,1",Chorus,Sakuranbo
Avril Lavigne,"6,4,5,1",Verse,When You're Gone
Bare Naked Ladies,"6,4,5,1",Verse,Big Bang Theory Theme Song
Bon Jovi,"6,4,5,1",Chorus,Living On A Prayer
Braid Soundtrack,"6,4,5,1",Chorus,Downstream
Green Day,"6,4,5,1",Chorus,Basketcase
Leonard Cohen,"6,4,5,1",Verse,Hallelujah
Pink Floyd,"6,4,5,1",Bridge,The Thin Ice
Pink Floyd,"6,4,5,1",Intro and Verse,The Thin Ice
Ricky Nelson,"6,4,5,1",Chorus,Poor Little Fool
Sam Cooke,"6,4,5,1",Chorus,Wonderful World
Sha Na Na,"6,4,5,1",Chorus,Those Magic Changes - Grease
Taylor Swift,"6,4,5,1",Chorus,I Knew You Were Trouble
Travie McCoy ft Bruno Mars,"6,4,5,1",Verse,Billionaire
Weezer,"6,4,5,1",Chorus,Buddy Holly
Ace Of Base,"6,4,5,1",Chorus,I Saw The Sign
Blink 182,"6,4,5,1",Pre-Chorus and Chorus,First Date
Jeff Buckley,"6,4,5,1",Verse,Hallelujah
Skyrim OST,"6,4,5,1",Intro,The Bannered Mare
James Blunt,"6,4,5,1",Chorus,You're Beautiful
Perfume,"6,4,5,1",Chorus,Chocolate Disco
Kaoma,"6,4,5,1",Intro,Lambada
Kaoma,"6,4,5,1",Verse,Lambada
Van Morrison,"6,4,5,1",Pre-Chorus,Brown Eyed Girl
Danny de Munk,"6,4,5,1",Chorus,Ik Voel Me Zo Verdomd Alleen
Backstreet Boys,"6,4,5,1",Chorus,I Want It That Way
Sublime,"6,4,5,1",Chorus,Santeria
BoB feat TI and Chris Brown,"6,4,5,1",Chorus,Arena
Whitney Houston,"6,4,5,1",Chorus,I Will Always Love You
Matchbox 20,"6,4,5,1",Verse,Unwell
Cyndi Lauper,"6,4,5,1",Chorus,Time After Time
The Aprils,"6,4,5,1",Verse and Pre-Chorus,Magical Girls
Alicia Keys,"6,4,5,1",Verse,Girl On Fire
Plastic Tree,"6,4,5,1",Chorus,Kuuchuu Buranko
They Might Be Giants,"6,4,5,1",Verse,Doctor Worm
Rhythm Heaven Fever,"6,4,5,1",Verse,Tonight
Britney Spears,"6,4,5,1",Pre-Chorus and Chorus,You Drive Me Crazy
Britney Spears,"6,4,5,1",Chorus,Lucky
Green Day,"6,4,5,1",Pre-Chorus,Stray Heart
Madonna,"6,4,5,1",Chorus,Material Girl
Teen Beach Movie,"6,4,5,1",Verse,Can't Stop Singing
Britney Spears,"6,4,5,1",Intro,Ooh La La
Britney Spears,"6,4,5,1",Chorus,Ooh La La
The Avett Brothers,"6,4,5,1",Chorus,Kick Drum Heart
Backstreet Boys,"6,4,5,1",Chorus,The One
They Might Be Giants,"6,4,5,1",Verse,Where Your Eyes Don't Go
Paul Mauriat,"6,4,5,1",Verse,Love is Blue
Schoolhouse Rock,"6,4,5,1",Chorus,Telegraph Line
Regina Spektor,"6,4,5,1",Verse,Folding Chairs
Rick Astley,"6,4,5,1",Chorus,Together Forever
Bonnie Tyler,"6,4,5,1",Pre-Chorus and Chorus,Total Eclipse of the Heart
The La's,"6,4,5,1",Bridge,There She Goes
Howard Shore,"6,4,5,1",Verse,Concerning Hobbits
Regina Spektor,"6,4,5,1",Verse,The Call
nigahiga,"6,4,5,1",Bridge,Nice Guys
Crush 40,"6,4,5,1",Verse and Pre-Chorus,Escape from the City
The Wanted,"6,4,5,1",Chorus,We Own The Night
Ben E King,"6,4,5,1",Verse,Stand By Me
Ben E King,"6,4,5,1",Chorus,Stand By Me
Bright Eyes,"6,4,5,1",Intro,First Day of My Life
Bright Eyes,"6,4,5,1",Verse,First Day of My Life
Alligatoah,"6,4,5,1",Chorus Lead-Out,Trauerfeier Lied
Jay Chou,"6,4,5,1",Verse and Pre-Chorus,Secret
LiSA,"6,4,5,1",Intro,Oath Sign 
Hampton the Hampster,"6,4,5,1",Chorus,Hampster Dance
Austin Mahone,"6,4,5,1",Pre-Chorus and Chorus,What About Love
Barry Mann,"6,4,5,1",Chorus,Who Put the Bomp
Jacksfilms,"6,4,5,1",Intro,Jackisanerd
Dion and the Belmonts,"6,4,5,1",Chorus,Teenager in Love
Dion and the Belmonts,"6,4,5,1",Verse,Teenager in Love
Marc Cohn,"6,4,5,1",Verse,Walking in Memphis
Hank Green,"6,4,5,1",Verse,It All Makes Sense at the End
Bonnie Mckee,"6,4,5,1",Verse,American Girl
Camel,"6,4,5,1",Instrumental,Lady Fantasy
Camel,"6,4,5,1",Verse,Lady Fantasy
The Kooks,"6,4,5,1",Intro and Verse,Naive
Crosby Stills and Nash,"6,4,5,1",Outro,Suite - Judy Blue Eyes
Linked Horizon,"6,4,5,1",Chorus,Guren no Yumiya
Nintendo,"6,4,5,1",Verse,Yoshi's Island - Flower Garden
The All-American Rejects,"6,4,5,1",Pre-Chorus and Chorus,Dirty Little Secret
The Beatles,"6,4,5,1",Verse,And I Love Her
The Blue Hearts,"6,4,5,1",Chorus,Linda Linda
Rodgers and Hammerstein,"6,4,5,1",Verse,Do-Re-Mi
Dido,"6,4,5,1",Verse,Thank You
Vanessa Hudgens,"6,4,5,1",Intro and Verse,When There Was Me and You - High School Musical
Vanessa Hudgens,"6,4,5,1",Chorus,When There Was Me and You - High School Musical
Vanessa Hudgens,"6,4,5,1",Solo,When There Was Me and You - High School Musical
Vanessa Hudgens,"6,4,5,1",Outro,When There Was Me and You - High School Musical
To The Moon,"6,4,5,1",Intro,For River - Piano - Johnny's Version
To The Moon,"6,4,5,1",Verse,For River - Piano - Johnny's Version
John Powell,"6,4,5,1",Chorus,How To Train Your Dragon - Test Drive
Ludwig Van Beethoven,"6,4,5,1",Solo 1,Piano Sonata No 8 ''Pathetique'' - 3rd Movement
Lipstick,"6,4,5,1",Chorus,I'm A Raver
Kana Hanazawa-Satoru Kousaki-meg rock,"6,4,5,1",Intro,Renai Circulation--Bakemonogatari OP4
MAGIC,"6,4,5,1",Verse,Rude
MAGIC,"6,4,5,1",Pre-Chorus,Rude
MAGIC,"6,4,5,1",Chorus,Rude
Anamanaguchi,"6,4,5,1",Pre-Chorus,Akira
Charli XCX,"6,4,5,1",Chorus,Boom Clap
ZUN,"6,4,5,1",Chorus,Touhou 5 Mystic Square - Alice in Wonderland
Mike Oldfield,"6,4,5,1",Verse and Pre-Chorus,Moonlight Shadow feat Maggie Reilly
Pomplamoose,"6,4,5,1",Chorus,Bust Your Knee Caps
Naruto,"6,4,5,1",Instrumental,Sadness and Sorrow
Righteous Brothers,"6,4,5,1",Verse,Unchained Melody
Jacksfilms,"6,4,5,1",Chorus,Give This Song A Title
JJ Lin,"6,4,5,1",Chorus,Always Online
John Mayer,"6,4,5,1",Chorus,Half of My Heart
Johnny Cash,"6,4,5,1",Verse,The Man Comes Around
They Might Be Giants,"6,4,5,1",Pre-Chorus,Experimental Film
Game Freak,"6,4,5,1",Intro,Aspertia City
Cartoons,"6,4,5,1",Chorus,Witch Doctor
Green Day,"6,4,5,1",Chorus,X-Kid
Feng huang chuan qi,"6,4,5,1",Verse,Zui xuan min zu feng
S Club 7,"6,4,5,1",Chorus,Never Had A Dream Come True
Brand New,"6,4,5,1",Intro,The Quiet Things That No One Ever Knows
Brand New,"6,4,5,1",Chorus,The Quiet Things That No One Ever Knows
Brad Paisley,"6,4,5,1",Intro,She's Everything
Johann Sebastian Bach,"6,4,5,1",Pre-Outro,BWV 1080 Art of the Fugue - Contrapunctus I
DJVI,"6,4,5,1",Verse,Back on Track - from Geometry Dash
Charli XCX,"6,4,5,1",Verse,Boom Clap
Dung Truong,"6,4,5,1",Loop,Allusion World
Neutral Milk Hotel,"6,4,5,1",Verse,In the Aeroplane Over the Sea
Mark Mothersbaugh,"6,4,5,1",Pre-Chorus,The Sims 2 - Bare Bones
Ratboy Genius,"6,4,5,1",Intro,Potato Knishes
Culture Club,"6,4,5,1",Chorus,Karma Chameleon
Hoagy Carmichael,"6,4,5,1",Verse,Heart And Soul
Men At Work,"6,4,5,1",Chorus,Land Down Under
The Living Tombstone,"6,4,5,1",Verse,Sorry Jack
Girl's Day,"6,4,5,1",Verse,Don't Forget Me
Helloween,"6,4,5,1",Chorus,Windmill
The Beatles,"6,4,5,1",Verse and Pre-Chorus,I Should Have Known Better
The World Ends With You,"6,4,5,1",Chorus,Deja Vu
Christopher Tin,"6,4,5,1",Chorus,Baba Yetu
Barenaked Ladies,"6,4,5,1",Chorus,If I Had A Million Dollars
Keith Moon,"6,4,5,1",Bridge,Do Me Good
Mika Nakashima,"6,4,5,1",Chorus,ichiban kirei na watashi wo
Sean Kingston,"6,4,5,1",Chorus,Beautiful Girls
Berryz Kobo,"6,4,5,1",Intro,Dakishimete Dakishimete
Berryz Kobo,"6,4,5,1",Chorus,Dakishimete Dakishimete
Berryz Kobo,"6,4,5,1",Chorus Lead-Out,Dakishimete Dakishimete
One Direction ,"6,4,5,1",Chorus,Night Changes 
fripSide,"6,4,5,1",Chorus,Only My Railgun
Schoolhouse Rock,"6,4,5,1",Chorus,Do the Circulation
Joe Inoue,"6,4,5,1",Chorus,Closer
Truth,"6,4,5,1",Intro,Left Swipe Dat
Go West,"6,4,5,1",Verse,King Of Wishful Thinking
Gaia - Armin Van Buuren,"6,4,5,1",Instrumental,Tuvan
Bobby Fuller Four,"6,4,5,1",Pre-Chorus and Chorus,Love's Made a Fool of You
Antonin Dvorak,"6,4,5,1",Bridge,Humoresque Op 101 No 7
Miranda Cosgrove,"6,4,5,1",Chorus,Leave It All To Me
Alestorm,"6,4,5,1",Intro,Shipwrecked
Jonathan Mann,"6,4,5,1",Chorus,Hey Defriender
Konami,"6,4,5,1",Chorus,Ys VI - Release of the Far West Ocean
Toby Keith,"6,4,5,1",Chorus,Courtesy of the Red White and Blue
KEYTALK,"6,4,5,1",Verse,Ouka Ranman
KEYTALK,"6,4,5,1",Chorus,Ouka Ranman
Dom Fera,"6,4,5,1",Verse,Deck'd
Steerner ft Corey Saxon,"6,4,5,1",Verse,Sparks
Steerner ft Corey Saxon,"6,4,5,1",Pre-Chorus,Sparks
Katy Perry,"6,4,5,1",Chorus,Lost
Radical Face,"6,4,5,1",Chorus,Welcome Home
Scorpions,"6,4,5,1",Intro and Verse,Arizona
Nate Ruess,"6,4,5,1",Verse,Great Big Storm
Pixies,"6,4,5,1",Pre-Chorus and Chorus,Here Comes Your Man
Rob Abernethy,"6,4,5,1",Verse,A Walk In The Shire
Say Anything,"6,4,5,1",Verse,Every Man Has A Molly
Rustie,"6,4,5,1",Outro,Ultra Thizz
Cloud Nothings,"6,4,5,1",Verse,Quieter Today
Weezer,"6,4,5,1",Verse,Falling For You
Rick Springfield,"6,4,5,1",Intro and Verse,Jessie's Girl
The Beatles,"6,4,5,1",Verse,I've Just Seen A Face
Deep Purple,"6,4,5,1",Pre-Chorus and Chorus,Soldier Of Fortune
Wavves,"6,4,5,1",Chorus,Way Too Much
Tame Impala,"6,4,5,1",Chorus,Let It Happen
Nathan Ford,"6,4,5,1",Chorus,Deck of War - Title
Alanis Morissette,"6,4,5,1",Chorus,Head Over Feet
Lindsey Buckingham,"6,4,5,1",Chorus,Holiday Road
Traditional,"6,4,5,1",Verse,We Wish You a Merry Christmas
Fountains of Wayne,"6,4,5,1",Chorus,Hey Julie
Fountains of Wayne,"6,4,5,1",Verse,Hey Julie
Van Morrison,"6,4,5,1",Verse,Caravan
Wan Wan,"6,4,5,1",Verse,Surpass the Gate of the Silver Key
Franck Keller and Ygal Ama,"6,4,5,1",Pre-Chorus and Chorus,Code Lyoko Theme
GFriend,"6,4,5,1",Chorus,Me Gustas Tu
Soyu x Mad Clown,"6,4,5,1",Chorus,Stupid In Love
Justin Bieber,"6,4,5,1",Pre-Chorus and Chorus,Love Yourself
Bubbles and the Shitrockers,"6,4,5,1",Solo,Liquor and Whores
Taylor Swift,"6,4,5,1",Verse,The Best Day
Taylor Swift,"6,4,5,1",Chorus,The Best Day
The Cranberries,"6,4,5,1",Verse,No Need To Argue
Robyn,"6,4,5,1",Verse,Call Your Girlfriend
UFO,"6,4,5,1",Chorus,Doctor Doctor
Basshunter,"6,4,5,1",Chorus,Now You're Gone
Kenshi Yonezu,"6,4,5,1",Bridge,Wooden Doll
Adele,"6,4,5,1",Bridge,Hello
Richard Marx,"6,4,5,1",Chorus,Richard Marx - Right Here Waiting
Richard Marx,"6,4,5,1",Chorus,Right Here Waiting
Neil Sedaka,"6,4,5,1",Intro,Calendar Girl
No Doubt,"6,4,5,1",Pre-Chorus and Chorus,Spiderwebs
Crowded House,"6,4,5,1",Chorus,Don't Dream It's Over
WhiteFlame,"6,4,5,1",Chorus,Senbonzakura
The Killers,"6,4,5,1",Chorus,Human
ZUN,"6,4,5,1",Chorus,Alice in Wonderland
Black20 Studios,"6,4,5,1",Intro and Verse,I Am A Building
The Beach Boys,"6,4,5,1",Verse,Surfer Girl
Scott Krippayne,"6,4,5,1",Verse,I'm Not Cool
Le Vent du Nord,"6,4,5,1",Verse,Rosette
Shinichi Sakamoto,"6,4,5,1",Verse,Side-Crawler's Dance
Kors K,"6,4,5,1",Pre-Chorus,SigSig
Planxty,"6,4,5,1",Verse,Si Bheag Si Mhor
KSHMR,"6,4,5,1",Chorus,Dadima
Toru Minegishi,"6,4,5,1",Chorus,Tokimeki Bomb Rush
MooseHeadMoosic,"6,4,5,1",Verse,Rainbow Chicken Dance
Nintendo,"6,4,5,1",Chorus,GBA Sky Garden - Mario Kart DS
Kelly Clarkson,"6,4,5,1",Pre-Chorus and Chorus,My Life Would Suck Without You
Van Halen,"6,4,5,1",Pre-Chorus,Right Now
Greek Fire,"6,4,5,1",Verse and Pre-Chorus,Top Of The World
Calvin Harris,"6,4,5,1",Verse,This Is What You Came For ft Rihanna
Demi Lovato,"6,4,5,1",Chorus,Body Say
Emax,"6,4,5,1",Chorus,Delicate Oooz
Blink-182,"6,4,5,1",Chorus,She's Out Of Her Mind
Blink-182,"6,4,5,1",Verse,She's Out Of Her Mind
Britney Spears,"6,4,5,3",Chorus,Hold It Against Me
Demi Lovato,"6,4,5,3",Bridge,Give Your Heart A Break
Nintendo,"6,4,5,3",Verse,Guile's Theme
Taylor Swift,"6,4,5,3",Chorus,Starlight
Taylor Swift,"6,4,5,3",Solo,Starlight
Perfume,"6,4,5,3",Chorus,Chocolate Disco
Gwen Stefani,"6,4,5,3",Chorus,4 In the morning
Usher,"6,4,5,3",Chorus,Scream
Usher,"6,4,5,3",Intro,Scream
James Morrison ft Nelly Furtado,"6,4,5,3",Pre-Chorus,Broken Strings
Two Steps From Hell,"6,4,5,3",Intro,Strength Of A Thousand Men
Queen,"6,4,5,3",Bridge,The Show Must Go On
Murray Gold,"6,4,5,3",Pre-Chorus and Chorus,The Doctor's Theme Series 4
Alphaville,"6,4,5,3",Pre-Chorus,Big In Japan
Kinuyo Yamashita,"6,4,5,3",Instrumental,Castlevania - Vampire Killer
ZUN,"6,4,5,3",Intro,Shanghai Alice of Meiji 17
Eric Clapton,"6,4,5,3",Intro,Layla
ZUN,"6,4,5,3",Intro,Desire Drive
Passenger,"6,4,5,3",Verse,Let Her Go
Game Freak,"6,4,5,3",Pre-Chorus,Surf - Pokemon Gold and Silver
Game Freak,"6,4,5,3",Chorus,Credits - Pokemon HeartGold and SoulSilver
JJ Lin ,"6,4,5,3",Verse and Pre-Chorus,Always Online
JJ Lin,"6,4,5,3",Verse,Always Online
Dax Johnson,"6,4,5,3",Verse,A Moment In The Life Of Me
Sirenia,"6,4,5,3",Chorus,Lost in Life
Within Temptation,"6,4,5,3",Chorus,Iron
Sid,"6,4,5,3",Chorus,Monochrome Kiss
Cern,"6,4,5,3",Chorus,The Message - Northern Mix
Noisecontrollers and Adele,"6,4,5,3",Pre-Chorus,So High To The Rain - Unnamed Mashup
Game Freak,"6,4,5,3",Chorus,Violet City
fripSide,"6,4,5,3",Verse,Only My Railgun
nano RIPE,"6,4,5,3",Chorus,15 Byou Hanasaku Iroha CM
Antonin Dvorak,"6,4,5,3",Bridge,Humoresque Op 101 No 7
Butch Walker,"6,4,5,3",Chorus,Pretty Melody
myuu,"6,4,5,3",Pre-Chorus,Something's Wrong
Vlad,"6,4,5,3",Chorus,Magicka 2
Takuya Hanaoka,"6,4,5,3",Chorus,Super Robot Wars Alpha 3 - ZEST SEVEN
Jeremy Soule,"6,4,5,3",Chorus,Skyrim - Far Horizons
Game Freak,"6,4,5,3",Pre-Chorus,Drill Dozer - 3rd Gear
Rush,"6,4,5,3",Outro,Subdivisions
littlelamp100,"6,4,5,3",Verse,Mega Man Infamous Intent - Warped Reality
Daze,"6,4,5,3",Verse and Pre-Chorus,Sea Of Love -Remix-
Sound Apparel,"6,4,5,3",Chorus,The Love That Lasts The Longest Part 1
Wanting,"6,4,5,3",Chorus,Jar of Love
ZUN,"6,4,5,3",Intro,Eternal Shrine Maiden
ZUN,"6,4,5,3",Verse,Eternal Shrine Maiden
ZUN,"6,4,5,3",Bridge,Eternal Shrine Maiden
ZUN,"6,4,5,3",Outro,Eternal Shrine Maiden
Sia,"6,4,5,3",Verse and Pre-Chorus,Chandelier
Toby Fox,"6,4,5,3",Outro,Undertale
Pizza Girl,"6,4,5,3",Chorus,Crazy For You
Wan Wan,"6,4,5,3",Verse,Surpass the Gate of the Silver Key
Paramore,"6,4,5,3",Pre-Chorus and Chorus,Playing God
Toku-P,"6,4,5,3",Bridge,ARiA
Senpi,"6,4,5,3",Intro,Awakening Wolf's Instinct
Senpi,"6,4,5,3",Verse,Awakening Wolf's Instinct
Senpi,"6,4,5,3",Pre-Chorus,Awakening Wolf's Instinct
Senpi,"6,4,5,3",Chorus,Awakening Wolf's Instinct
Senpi,"6,4,5,3",Chorus Lead-Out,Awakening Wolf's Instinct
Senpi,"6,4,5,3",Solo 1,Awakening Wolf's Instinct
Senpi,"6,4,5,3",Solo 2,Awakening Wolf's Instinct
Senpi,"6,4,5,3",Solo 3,Awakening Wolf's Instinct
Wan Wan,"6,4,5,3",Verse,World Yamataizer
Harufuri,"6,4,5,3",Verse,Girlving to the Right
MooseHeadMoosic,"6,4,5,3",Verse,Rainbow Chicken Dance
Michiru Yamane,"6,4,5,3",Verse,Castlevania Bloodlines - Iron-Blue Intention
Katy Perry,"6,4,5,2",Pre-Chorus,ET
Rihanna,"6,4,5,2",Verse,Only Girl In The World
The Raconteurs,"6,4,5,2",Verse,Together
Skyrim,"6,4,5,2",Intro,Dragonborn
Pendulum,"6,4,5,2",Instrumental,Witchcraft
Iron Maiden,"6,4,5,2",Chorus,No more lies
Pegboard Nerds and Tristam,"6,4,5,2",Verse,Razor Sharp
Bingo Players,"6,4,5,2",Chorus,Cry Just a Little
Dimitri Vangelis and Wyman,"6,4,5,2",Chorus,Silver Sun - Lights Anthem
Audien,"6,4,5,2",Pre-Chorus,Elysium
Murray Gold,"6,4,5,2",Intro,I Am The Doctor
Muzzy,"6,4,5,2",Intro,The Phantom
Kiesza,"6,4,5,2",Verse and Pre-Chorus,Hideaway
Soundprank,"6,4,5,2",Chorus,Animus
Au5 and Fractal,"6,4,5,2",Pre-Chorus,Blue
Scribit,"6,4,5,2",Chorus,Tropic
Scribit,"6,4,5,2",Bridge,Tropic
Alphaville,"6,4,5,2",Verse,Forever Young
Alphaville,"6,4,5,2",Chorus,Forever Young
Arty,"6,4,5,2",Chorus,Flashback
Flo Rida,"6,4,5,2",Chorus,I Cry
ReLocate,"6,4,5,2",Chorus,Typhoon
Breeze vs UFO and Lost Witness,"6,4,5,2",Intro,Love To The Stars - Azora Remix
The World Ends With You,"6,4,5,2",Chorus,Deja Vu
3LAU,"6,4,5,2",Chorus,Escape
Matt Lange Vs Gareth Emery,"6,4,5,2",Chorus,Another You Another Me
Pendulum,"6,4,5,2",Solo 2,Propane Nightmares
Crystal Castles,"6,4,5,2",Chorus,Violent Dreams
VNV Nation Remix,"6,4,5,2",Instrumental,Suicide Commando - Hellraiser
Grimes,"6,4,5,2",Bridge,Sagrad
Flip and Fill,"6,4,5,2",Verse,Irish Blue
Genix,"6,4,5,2",Chorus,Run
The Mighty Mighty Bosstones,"6,4,5,2",Chorus,A Jackknife to a Swan
The Police,"6,4,5,2",Intro and Verse,Message In A Bottle
Girls' Generation,"6,4,5,2",Intro,Oh
Selena Gomez,"6,4,5,2",Verse,Same Old Love
Robin Schulz,"6,4,5,2",Chorus,Sugar feat Francesco Yates
Allen Watts,"6,4,5,2",Chorus,Gravity
G-Eazy,"6,4,5,2",Verse,Me Myself and I
Iron Maiden,"6,4,5,2",Chorus,Aces High
Phoenix,"6,4,5,2",Chorus,Everything Is Everything
Cafune,"6,4,5,2",Chorus,Don't You Forget
One Direction,"6,4,5,2",Chorus,Drag Me Down
Martin Garrix,"6,4,5,2",Chorus,Dragon
Emax,"6,4,5,2",Chorus,Delicate Oooz
Alizee,"6,4,2,5",Chorus,Moi Lolita
Destiny's Child,"6,4,2,5",Chorus,Say My Name
Destiny's Child,"6,4,2,5",Pre-Chorus,Say My Name
Europe,"6,4,2,5",Intro and Verse,The Final Countdown
Rihanna,"6,4,2,5",Pre-Chorus,Stay
Skyrim,"6,4,2,5",Chorus,Dragonborn
Dusty Springfield,"6,4,2,5",Chorus,You Don't Have to Say You Love Me
Alan Silvestri,"6,4,2,5",Chorus,Forest Gump Theme
Klaas,"6,4,2,5",Intro and Verse,Heartbeat
Iron Maiden,"6,4,2,5",Verse and Pre-Chorus,No more lies
Counting Crows,"6,4,2,5",Intro,Mr Jones
Smashing Pumpkins,"6,4,2,5",Intro and Verse,Bullet With Butterfly Wings
Stromae,"6,4,2,5",Chorus,Papaoutai
Nightwish,"6,4,2,5",Intro and Verse,Last Of the Wilds
Chase and Status,"6,4,2,5",Chorus,Time
Penguin Cafe Orchestra,"6,4,2,5",Instrumental,Perpetuum Mobile
Emiko Shiratori,"6,4,2,5",Verse,Melodies Of Life - FFIX
Big Data,"6,4,2,5",Chorus,Bombs Over Brooklyn
Fall Of Troy,"6,4,2,5",Intro,FCPREMIX
David Guetta,"6,4,2,5",Chorus,Dangerous
Dillon Francis,"6,4,2,5",Verse,IDGAFOS
James Lowndes and Paul Lowndes,"6,4,2,5",Pre-Chorus,Only You - Joshua Ollerton Remix
Within Temptation,"6,4,2,5",Chorus,A Demon's Fate
Knife Party,"6,4,2,5",Intro and Verse,Give It Up
Selena Gomez,"6,4,2,5",Chorus,Same Old Love
Tristam,"6,4,2,5",Pre-Chorus,The Vine
Rick Springfield,"6,4,2,5",Chorus,Human Touch
Alizee,"6,4,2,5",Verse,Moi Lolita
Toru Minegishi,"6,4,2,5",Chorus,Splatfest Battle - Ink Me Up
Xi,"6,4,2,5",Verse,Freedom Dive
JR JR,"6,4,2,5",Chorus,Hypothetical
David Guetta,"6,4,2,5",Chorus,Hey Mama
Foals,"6,4,2,5",Verse,Moon
Tove Lo,"6,4,2,5",Chorus,Cool Girl
Echotape,"6,4,2,6",Chorus,Far From Heaven
Pink Floyd,"6,4,2,6",Verse,Welcome to the Machine
Robert Miles,"6,4,2,6",Intro,Children
Grimes,"6,4,2,6",Verse,Vanessa
Klaus Badelt,"6,4,2,6",Verse,He's a Pirate
SoulEye,"6,4,2,6",Intro,Potential for Anything
Arctic Monkeys,"6,4,2,6",Pre-Chorus,Do I Wanna Know
Helloween,"6,4,2,6",Verse,A tale that wasn't right
Daft Punk,"6,4,2,6",Verse,Aerodynamic
Lindsey Stirling,"6,4,2,6",Verse,Shadows
Mt Eden,"6,4,2,6",Chorus,Sierra Leone
Galantis,"6,4,2,6",Chorus,You
Howard Skempton,"6,4,2,6",Intro,Lento
Big Data,"6,4,2,6",Chorus,Bombs Over Brooklyn
Charli XCX,"6,4,2,6",Chorus,Nuclear Seasons
Wellenrausch,"6,4,2,6",Chorus,Citylights
Bossfight,"6,4,2,6",Verse,Milky Ways
AlunaGeorge,"6,4,2,6",Intro,Your Drums Your Love
Gareth Emery and Ashley Wallbridge,"6,4,2,6",Instrumental,Mansion
Airbag,"6,4,2,6",Verse,Sounds That I Hear
Ellie Goulding,"6,4,2,6",Chorus,Love Me Like You Do
David Guetta,"6,4,2,6",Chorus,Baby When The Light
Seven Lions,"6,4,2,6",Solo,Nepenthe
Seven Lions,"6,4,2,6",Chorus,Nepenthe
Seven Lions,"6,4,2,6",Chorus Lead-Out,Nepenthe
Seven Lions,"6,4,2,6",Bridge,Nepenthe
Coldplay,"6,4,2,6",Verse,Charlie Brown
Knife Party,"6,4,2,6",Intro and Verse,Give It Up
Twenty One Pilots,"6,4,2,6",Pre-Chorus and Chorus,Stressed Out
Parkway Drive,"6,4,2,6",Intro,Alone
Calvin Harris and Disciples,"6,4,2,6",Chorus,How Deep Is Your Love
Tantric,"6,4,2,6",Verse,Breakdown
