artist,cp,section,song
Bonnie Mckee,"4,5,4,6,5",Chorus,American Girl
Culture Club,"4,5,4,6,5",Verse and Pre-Chorus,Karma Chameleon
Savant,"4,5,4,6,5",Chorus Lead-Out,Sledgehammer
Walk The Moon,"4,5,4,6,5",Intro and Verse,Shut Up and Dance
Walk The Moon,"4,5,4,6,5",Verse and Pre-Chorus,Shut Up and Dance
TwoThirds,"4,5,4,6,5",Intro,Waking Dreams ft Laura Brehm
Deakin,"4,5,4,6,5",Verse and Pre-Chorus,Golden Chords
Jon Foreman,"4,5,4,6,4",Bridge,The House of God Forever
Yasunori Mitsuda,"4,5,4,6,4",Instrumental,Chrono Trigger - Frog's Theme
SCORPIONS,"4,5,4,6,4",Verse,Rock You Like a Hurricane
Fountains of Wayne,"4,5,4,6,4",Chorus,Hey Julie
Madonna,"4,5,4,6,4",Verse and Pre-Chorus,Mer Girl
Marianas Trench,"4,5,4,6,16",Chorus,Pop 101
Ai Ootsuka,"4,5,3,6,4",Chorus,Sakuranbo
Britney Spears,"4,5,3,6,4",Chorus,Hold It Against Me
Nintendo,"4,5,3,6,4",Verse,Guile's Theme
Taylor Swift,"4,5,3,6,4",Solo,Starlight
Nsync,"4,5,3,6,4",Chorus,It's Gonna Be Me
Gwen Stefani,"4,5,3,6,4",Chorus,4 In the morning
Usher,"4,5,3,6,4",Chorus,Scream
Two Steps From Hell,"4,5,3,6,4",Intro,Strength Of A Thousand Men
Avicii,"4,5,3,6,4",Verse,Dear Boy
Avicii,"4,5,3,6,4",Chorus,Dear Boy
Rick Astley,"4,5,3,6,4",Chorus,Together Forever
Queen,"4,5,3,6,4",Bridge,The Show Must Go On
ZUN,"4,5,3,6,4",Intro,Desire Drive
Passenger,"4,5,3,6,4",Verse,Let Her Go
Game Freak,"4,5,3,6,4",Pre-Chorus,Surf - Pokemon Gold and Silver
Game Freak,"4,5,3,6,4",Chorus,Credits - Pokemon HeartGold and SoulSilver
JJ Lin ,"4,5,3,6,4",Verse and Pre-Chorus,Always Online
JJ Lin,"4,5,3,6,4",Verse,Always Online
JJ Lin,"4,5,3,6,4",Chorus,Always Online
Jonathan Coulton,"4,5,3,6,4",Chorus,I Feel Fantastic
Dax Johnson,"4,5,3,6,4",Verse,A Moment In The Life Of Me
Sirenia,"4,5,3,6,4",Chorus,Lost in Life
Sid,"4,5,3,6,4",Chorus,Monochrome Kiss
Game Freak,"4,5,3,6,4",Chorus,Violet City
Yuzu,"4,5,3,6,4",Intro,Hikare
Vlad,"4,5,3,6,4",Chorus,Magicka 2
Game Freak,"4,5,3,6,4",Pre-Chorus,Drill Dozer - 3rd Gear
Daze,"4,5,3,6,4",Verse and Pre-Chorus,Sea Of Love -Remix-
Sound Apparel,"4,5,3,6,4",Chorus,The Love That Lasts The Longest Part 1
Wanting,"4,5,3,6,4",Chorus,Jar of Love
ZUN,"4,5,3,6,4",Verse,Eternal Shrine Maiden
ZUN,"4,5,3,6,4",Bridge,Eternal Shrine Maiden
Sia,"4,5,3,6,4",Verse and Pre-Chorus,Chandelier
Toby Fox,"4,5,3,6,4",Outro,Undertale
Wan Wan,"4,5,3,6,4",Verse,Surpass the Gate of the Silver Key
Senpi,"4,5,3,6,4",Pre-Chorus,Awakening Wolf's Instinct
Senpi,"4,5,3,6,4",Chorus,Awakening Wolf's Instinct
Senpi,"4,5,3,6,4",Chorus Lead-Out,Awakening Wolf's Instinct
Senpi,"4,5,3,6,4",Solo 1,Awakening Wolf's Instinct
Senpi,"4,5,3,6,4",Solo 2,Awakening Wolf's Instinct
Senpi,"4,5,3,6,4",Solo 3,Awakening Wolf's Instinct
Wan Wan,"4,5,3,6,4",Verse,World Yamataizer
Carly Simon,"4,5,3,6,4",Verse and Pre-Chorus,You're So Vain
Harufuri,"4,5,3,6,4",Verse,Girlving to the Right
Kors K,"4,5,3,6,4",Pre-Chorus,SigSig
Sondre Lerche,"4,5,3,6,4",Pre-Chorus,Say It All
Toru Minegishi,"4,5,3,6,4",Chorus,Tokimeki Bomb Rush
Mini Pati,"4,5,3,6,4",Chorus,Hirari Kirakira Yami Yami Museum
PRGuitarMan -Yamaha Vocaloid,"4,5,3,6,2",Chorus,Nyan Cat - nyanyanya
PRGuitarMan -Yamaha Vocaloid,"4,5,3,6,2",Verse,Nyan Cat - nyanyanya
Perfume,"4,5,3,6,2",Chorus,Chocolate Disco
Cool Joke,"4,5,3,6,2",Chorus,Undo-Full-Metal-Alchemist-FMA-OP3
JJ Lin,"4,5,3,6,2",Intro,Always Online
Sid,"4,5,3,6,2",Chorus,Monochrome Kiss
Sawai Miku,"4,5,3,6,2",Intro,Colorful - Saenai Heroine no Sodatekata ED
Sawai Miku,"4,5,3,6,2",Verse,Colorful - Saenai Heroine no Sodatekata ED
073113243,"4,5,3,6,2",Chorus,NYAN CAT
Butch Walker,"4,5,3,6,2",Chorus,Pretty Melody
Arthur,"4,5,3,6,2",Instrumental,NYAN CAT
AWESOMEGUY,"4,5,3,6,2",Instrumental,NYAN CAT
KEYTALK,"4,5,3,6,2",Verse,Ouka Ranman
Satoshi Iwase,"4,5,3,6,2",Chorus,Danganronpa - Saisei
Kors K,"4,5,3,6,2",Pre-Chorus,SigSig
Sondre Lerche,"4,5,3,6,2",Pre-Chorus,Say It All
MooseHeadMoosic,"4,5,3,6,2",Verse,Rainbow Chicken Dance
Minami-ke Tadaima OP,"4,5,3,6,2",Chorus,Shiawase High Tension
David Guetta,"4,5,3,6,5",Chorus,Titanium feat Sia
Nobuo Uematsu,"4,5,3,6,5",Intro,Final Fantasy VI Boss Battle Theme
Nsync,"4,5,3,6,5",Chorus,It's Gonna Be Me
Epica,"4,5,3,6,5",Chorus,The Essence of Silence
Blue Lagoon,"4,5,3,6,5",Chorus,Break My Stride
Quintet,"4,5,3,6,5",Pre-Chorus and Chorus,Super Robot Wars - So Close Yet so Far
Cash Cash,"4,5,3,6,5",Chorus,Overtime
Senpi,"4,5,3,6,5",Intro,Awakening Wolf's Instinct
Senpi,"4,5,3,6,5",Solo 1,Awakening Wolf's Instinct
Senpi,"4,5,3,6,5",Solo 3,Awakening Wolf's Instinct
Le Vent du Nord,"4,5,3,6,5",Verse,Rosette
Bonnie Tyler,"4,5,3,6,5",Chorus,It's a Heartache
Neon Indian,"4,5,3,6,5",Chorus,Annie
Adele,"4,5,3,4,5",Pre-Chorus,Rolling In The Deep
James Morrison ft Nelly Furtado,"4,5,3,4,5",Pre-Chorus,Broken Strings
Kavinsky,"4,5,3,4,5",Chorus Lead-Out,Nightcall
Vanessa Carlton,"4,5,3,4,5",Chorus,A Thousand Miles
Cyndi Lauper,"4,5,3,4,5",Intro,Time After Time
Sarah Blasko,"4,5,3,4,5",Verse,Flame Trees
D-Crew,"4,5,3,4,5",Verse,Curus
NIGORO,"4,5,3,4,5",Pre-Chorus,Giant's Cry
Rush,"4,5,3,4,5",Outro,Subdivisions
The Mighty Mighty Bosstones,"4,5,3,4,5",Chorus,Sugar Free
Sia,"4,5,3,4,5",Chorus,Free The Animal
Madeon,"4,5,3,4,5",Chorus,La Lune ft Dan Smith
Paramore,"4,5,3,4,5",Pre-Chorus and Chorus,Playing God
Toku-P,"4,5,3,4,5",Bridge,ARiA
Safri Duo,"4,5,3,4,5",Instrumental,Played-A-Live
Adele,"4,5,3,4,5",Pre-Chorus,When We Were Young
The Monkees,"4,5,3,4,5",Chorus,Daydream Believer
Demi Lovato,"4,5,3,4,2",Bridge,Give Your Heart A Break
Murray Gold,"4,5,3,4,2",Pre-Chorus and Chorus,The Doctor's Theme Series 4
Alphaville,"4,5,3,4,2",Pre-Chorus,Big In Japan
ZUN,"4,5,3,4,2",Intro,Shanghai Alice of Meiji 17
Noisecontrollers and Adele,"4,5,3,4,2",Pre-Chorus,So High To The Rain - Unnamed Mashup
Takuya Hanaoka,"4,5,3,4,2",Chorus,Super Robot Wars Alpha 3 - ZEST SEVEN
Animusic,"4,5,3,4,2",Bridge,Acoustic Curves
Pizza Girl,"4,5,3,4,2",Chorus,Crazy For You
Senpi,"4,5,3,4,2",Verse,Awakening Wolf's Instinct
Art Garfunkel,"4,5,3,4,2",Chorus,Bright Eyes
Michiru Yamane,"4,5,3,4,2",Verse,Castlevania Bloodlines - Iron-Blue Intention
Gary Portnoy,"4,5,3,4,3",Chorus,Where Everybody Knows Your Name - Cheers Theme
Vlad,"4,5,3,4,3",Chorus,Magicka 2
Senpi,"4,5,3,4,3",Verse,Awakening Wolf's Instinct
Afrojack,"4,5,3,4,3",Verse,Ten Feet Tall
Vanessa Carlton,"4,5,3,4,6",Chorus,A Thousand Miles
Vance Joy,"4,5,3,4,6",Verse,Georgia
Sia,"4,5,3,4,6",Verse and Pre-Chorus,Chandelier
Billy Joel,"4,5,3,4,6",Intro and Verse,Honesty
Black Eyed Peas,"4,6,5,4,6",Chorus,Just Can't Get Enough
Colbie Caillat,"4,6,5,4,6",Pre-Chorus,Realize
Drake,"4,6,5,4,6",Verse,Take Care
Led Zeppelin,"4,6,5,4,6",Solo,Stairway to Heaven
Metallica,"4,6,5,4,6",Verse,Nothing Else Matters
Usher,"4,6,5,4,6",Chorus,DJ's Got Us Falling In Love Again
Taylor Swift,"4,6,5,4,6",Chorus,Red
Taylor Swift,"4,6,5,4,6",Verse,Red
Kim Carnes,"4,6,5,4,6",Intro,Bette Davis Eyes
Drake ft Rihanna,"4,6,5,4,6",Intro,Take Care
Gershon Kingsley,"4,6,5,4,6",Chorus,Popcorn
Jason Derulo,"4,6,5,4,6",Chorus,The Other Side
The Lumineers,"4,6,5,4,6",Bridge,Ho Hey
Carolina Liar,"4,6,5,4,6",Chorus,Show Me What I'm Looking For
Theory of a Deadman,"4,6,5,4,6",Verse,Not Meant to Be
Dragonforce,"4,6,5,4,6",Chorus,Through the Fire and Flames
Eminem feat Rihanna,"4,6,5,4,6",Intro,The Monster
Robert Miles,"4,6,5,4,6",Instrumental,Fable
Enrique Iglesias,"4,6,5,4,6",Chorus,Bailamos
nanobii,"4,6,5,4,6",Chorus,astral blast
JoJo,"4,6,5,4,6",Intro and Verse,Too Little Too Late
Bonnie Mckee,"4,6,5,4,6",Chorus,American Girl
Ellie Goulding,"4,6,5,4,6",Verse and Pre-Chorus,You My Everything
Kelly Clarkson,"4,6,5,4,6",Pre-Chorus and Chorus,Breakaway
Mylene Farmer,"4,6,5,4,6",Pre-Chorus,Desechantee
Mylene Farmer,"4,6,5,4,6",Pre-Chorus,Desenchantee
Usher,"4,6,5,4,6",Intro,More - Jimmy Joker Remix
Florida Georgia Line,"4,6,5,4,6",Chorus,Dirt
KT Tunstall,"4,6,5,4,6",Chorus,Black Horse And A Cherry Tree
All American Rejects,"4,6,5,4,6",Chorus,Gives You Hell
Avril Lavigne,"4,6,5,4,6",Chorus,When You're Gone
Clear Vu,"4,6,5,4,6",Verse,Close To You - Re-Con Remix
Flo Rida,"4,6,5,4,6",Chorus,Club Can't Handle Me
The Gaslight Anthem,"4,6,5,4,6",Intro and Verse,Rollin' And Tumblin'
Wire,"4,6,5,4,6",Verse,Outdoor Miner
Motooi Sakuraba,"4,6,5,4,6",Instrumental,The Link
Motoi Sakuraba,"4,6,5,4,6",Verse,The Imperial City
Firewall,"4,6,5,4,6",Chorus,Sincere - Pulser Mix
Milow,"4,6,5,4,6",Chorus,Ayo Technology
Steven Wilson,"4,6,5,4,6",Chorus,Hand Cannot Erase
Taylor Swift,"4,6,5,4,6",Verse and Pre-Chorus,Mean
Above and Beyond feat Alex Vargas,"4,6,5,4,6",Verse,All Over The World
Billy Talent,"4,6,5,4,6",Pre-Chorus and Chorus,The Ex
The Weeknd,"4,6,5,4,6",Pre-Chorus and Chorus,Can't Feel My Face
Boston,"4,6,5,4,6",Bridge,Peace of Mind
Gammer,"4,6,5,4,6",Intro,Nostalgia - Rustie Edit
Fitz and The Tantrums,"4,6,5,4,6",Chorus,Out Of My League
Tori Kelly,"4,6,5,4,6",Chorus,Should've Been Us
Ricky Skaggs and Bruce Hornsby,"4,6,5,4,6",Chorus,Mandolin Rain
Avicii,"4,6,5,4,6",Solo,Talk To Myself
ATB,"4,6,5,4,6",Intro,Ecstasy
Taylor Swift,"4,6,5,4,6",Pre-Chorus,Wildest Dreams
Taylor Swift,"4,6,5,4,6",Verse,Wildest Dreams
SCORPIONS,"4,6,5,4,6",Verse,Rock You Like a Hurricane
Morgan Page,"4,6,5,4,6",Chorus,Body Work ft Tegan and Sara
Paris Blohm and Steerner,"4,6,5,4,6",Chorus,Fight Forever
Nicki Minaj,"4,6,5,4,6",Verse and Pre-Chorus,Va Va Voom
Demi Lovato,"4,6,5,4,6",Verse and Pre-Chorus,Stone Cold
Smallpools,"4,6,5,4,6",Intro,Dreaming
Britney Spears,"4,6,5,4,6",Bridge,Criminal
Ozzy Osbourne,"4,6,5,4,6",Verse,Mr Crowley
Rebecca Sugar,"4,6,5,4,6",Bridge,Full Disclosure - Steven Universe
Tiny Moving Parts,"4,6,5,4,6",Intro,Headache
Tiny Moving Parts,"4,6,5,4,6",Chorus,Headache
Mako,"4,6,5,4,6",Chorus,I Won't Let You Walk Away - Lost Kings Remix
Blink-182,"4,6,5,4,6",Verse,San Diego
Blink-182,"4,6,5,4,6",Verse and Pre-Chorus,No Future
Taylor Swift,"4,6,5,4,5",Chorus,22
Sean Paul,"4,6,5,4,5",Pre-Chorus,Other Side Of Love
Helloween,"4,6,5,4,5",Chorus,Don't stop being crazy
Knife Party,"4,6,5,4,5",Bridge,Rage Valley
Orjan Nilsen,"4,6,5,4,5",Verse,La Guitarra
Tamas Wells,"4,6,5,4,5",Verse and Pre-Chorus,Lichen and Bees
Angel Beats,"4,6,5,4,5",Chorus,My Soul Your Beats
Bonnie Mckee,"4,6,5,4,5",Chorus,American Girl
Kelly Clarkson,"4,6,5,4,5",Verse and Pre-Chorus,Catch My Breath
Fall Out Boy,"4,6,5,4,5",Chorus,America's Suitehearts
Dustin Kensrue,"4,6,5,4,5",Verse,Rejoice
Dung Truong,"4,6,5,4,5",Loop,Allusion World
Motooi Sakuraba,"4,6,5,4,5",Instrumental,The Link
Taylor Swift,"4,6,5,4,5",Verse and Pre-Chorus,Mean
Peter Gabriel,"4,6,5,4,5",Verse,Here Comes The Flood
Madeon,"4,6,5,4,5",Chorus,Home
Walk The Moon,"4,6,5,4,5",Intro and Verse,Shut Up and Dance
Walk The Moon,"4,6,5,4,5",Verse and Pre-Chorus,Shut Up and Dance
Kent,"4,6,5,4,5",Intro,Petroleum
Krewella,"4,6,5,4,5",Instrumental,Live for the Night
Billy Talent,"4,6,5,4,5",Pre-Chorus and Chorus,The Ex
Boston,"4,6,5,4,5",Bridge,Peace of Mind
Avicii,"4,6,5,4,5",Chorus,For A Better Day - KSHMR Remix
TwoThirds,"4,6,5,4,5",Intro,Waking Dreams ft Laura Brehm
Deakin,"4,6,5,4,5",Verse and Pre-Chorus,Golden Chords
Koji Kondo,"4,6,5,4,5",Bridge,Rosalina In The Observatory
Goo Goo Dolls,"4,6,5,4,1",Verse,Iris
Leona Lewis,"4,6,5,4,1",Verse,I See You - Avatar
Metallica,"4,6,5,4,1",Verse,Nothing Else Matters
Owl City,"4,6,5,4,1",Chorus,Fireflies
Muse,"4,6,5,4,1",Verse,Madness
Lana Del Rey,"4,6,5,4,1",Intro,National Anthem
Lana Del Rey,"4,6,5,4,1",Chorus,National Anthem
The Kooks,"4,6,5,4,1",Chorus,Naive
Shakira,"4,6,5,4,1",Chorus,Las De La Intuicion
Usher,"4,6,5,4,1",Intro,More - Jimmy Joker Remix
Panda Bear,"4,6,5,4,1",Chorus,Bros
Alex Gaudino,"4,6,5,4,1",Instrumental,I'm In Love
Eisley,"4,6,5,4,1",Verse,Go Away
John Miller,"4,6,5,4,1",Chorus,Tornado
Yogscast,"4,6,5,4,1",Bridge,Carrot For A Cock
Axwell and Ingrosso,"4,6,5,4,1",Chorus,Something New 
Tim McGraw,"4,6,5,4,1",Chorus,Live Like You Were Dying
Blink 182,"4,6,5,4,1",Bridge,Give Me One Good Reason
Cloud Nothings,"4,6,5,4,1",Chorus,Quieter Today
Guster,"4,6,5,4,1",Verse,Hang On
Panic At The Disco,"4,6,5,4,1",Intro and Verse,That Green Gentleman
Taylor Swift,"4,6,5,4,1",Bridge,The Best Day
Singularity,"4,6,5,4,1",Intro,Alone - Au5 and Fractal remix
Cheat Codes and Kris Kross Amsterdam,"4,6,5,4,1",Verse,Sex
Shawn Mendes,"4,6,5,4,1",Chorus,Stitches
Smashing Pumpkins,"4,6,5,4,1",Chorus,Bullet With Butterfly Wings
Greek Fire,"4,6,5,4,1",Verse and Pre-Chorus,Top Of The World
Oasis,"4,6,5,4,2",Verse,Don't Go Away
Mylene Farmer,"4,6,5,4,2",Pre-Chorus,Desechantee
Mylene Farmer,"4,6,5,4,2",Pre-Chorus,Desenchantee
Jordan Rudess,"4,6,5,4,2",Solo,Shifting Sands
Firewall,"4,6,5,4,2",Chorus,Sincere - Pulser Mix
Marlon Roudette,"4,6,5,4,2",Instrumental,When The Beat Drops Out
Kate Bush,"4,6,5,4,2",Bridge,Wuthering Heights
Rupert Holmes,"4,6,5,4,2",Chorus,Escape
M83,"4,6,5,4,2",Verse,Oblivion
Swanky Tunes and Peking Duk,"4,6,5,4,2",Chorus,You Are Like Nobody Else
Panic At The Disco,"4,6,5,4,2",Intro and Verse,That Green Gentleman
Ashley Wallbridge Andy Moor Meighan Nealon,"4,6,5,4,2",Chorus,Faces
Black Eyed Peas,"4,6,5,1,4",Chorus,Just Can't Get Enough
Counting Crows,"4,6,5,1,4",Chorus,Anna Begins
Demi Lovato,"4,6,5,1,4",Chorus,Skyscraper
Demi Lovato,"4,6,5,1,4",Intro,Skyscraper
Fine Young Cannibals,"4,6,5,1,4",Chorus,She Drives Me Crazy
K'naan,"4,6,5,1,4",Chorus,World Cup Theme
K'naan,"4,6,5,1,4",Verse,World Cup Theme
One Direction,"4,6,5,1,4",Chorus,What Makes You Beautiful
Taio Cruz,"4,6,5,1,4",Chorus,Dynamite
Taio Cruz,"4,6,5,1,4",Pre-Chorus,Dynamite
Taylor Swift,"4,6,5,1,4",Verse,Stay Stay Stay
Taylor Swift,"4,6,5,1,4",Chorus,Stay Stay Stay
Wiz Khalifa,"4,6,5,1,4",Chorus,No Sleep
Matchbox 20,"4,6,5,1,4",Intro,Unwell
Boston,"4,6,5,1,4",Pre-Chorus,More Than A Feeling
Boston,"4,6,5,1,4",Chorus,More Than A Feeling
Celine Dion,"4,6,5,1,4",Chorus,That's the Way It Is
Tegan and Sara,"4,6,5,1,4",Pre-Chorus,I Was A Fool
The Lumineers,"4,6,5,1,4",Bridge,Ho Hey
Bryan Adams,"4,6,5,1,4",Pre-Chorus and Chorus,Summer of 69
The Killers,"4,6,5,1,4",Chorus,Mr Brightside
The Killers,"4,6,5,1,4",Chorus Lead-Out,Mr Brightside
The Killers,"4,6,5,1,4",Bridge,Mr Brightside
The Killers,"4,6,5,1,4",Outro,Mr Brightside
Kesha,"4,6,5,1,4",Chorus,Die Young
Max Richter,"4,6,5,1,4",Chorus,On the Nature of Daylight
Julieta Venegas,"4,6,5,1,4",Chorus Lead-Out,Canciones de Amor
One Republic,"4,6,5,1,4",Chorus Lead-Out,Good Life
The All-American Rejects,"4,6,5,1,4",Pre-Chorus and Chorus,Dirty Little Secret
Citizens,"4,6,5,1,4",Intro,Made Alive
Zedd,"4,6,5,1,4",Pre-Chorus,Break Free feat - Ariana Grande
Jason Derulo,"4,6,5,1,4",Chorus,Trumpets
Jay Chou,"4,6,5,1,4",Intro,Silence
Mat Kearney,"4,6,5,1,4",Chorus,Sooner Or Later
Daughter,"4,6,5,1,4",Intro,Youth
John Mayer,"4,6,5,1,4",Chorus,Say
Foreigner,"4,6,5,1,4",Verse,I Want To Know What Love Is
AM Taxi,"4,6,5,1,4",Chorus,Tanner Boyle vs the 7th Grade
Robert Francis,"4,6,5,1,4",Chorus,Junebug
Ingrid Michaelson,"4,6,5,1,4",Chorus,Girls Chase Boys
GRL,"4,6,5,1,4",Intro,Ugly Heart 
The Lumineers,"4,6,5,1,4",Verse and Pre-Chorus,Stubborn Love
The Lumineers,"4,6,5,1,4",Intro,Stubborn Love
Ariana Grande,"4,6,5,1,4",Chorus,Santa Tell Me
GRL,"4,6,5,1,4",Verse,Ugly Heart
Rihanna And Kanye West And Paul McCartney,"4,6,5,1,4",Verse,FourFiveSeconds
Rihanna And Kanye West And Paul McCartney,"4,6,5,1,4",Chorus,FourFiveSeconds
Scott Grimes,"4,6,5,1,4",Chorus Lead-Out,Livin' On The Run
Jonathan Mann,"4,6,5,1,4",Verse,Hey Defriender
Walk The Moon,"4,6,5,1,4",Chorus,Shut Up and Dance
Twenty One Pilots,"4,6,5,1,4",Chorus,House Of Gold
K'naan,"4,6,5,1,4",Chorus,Wavin' Flag
Eric Turner vs Avicii,"4,6,5,1,4",Chorus,Dancing In My Head - Tom Hangs Remix
Lucky Boys Confusion,"4,6,5,1,4",Chorus,Bossman
John Mayer,"4,6,5,1,4",Chorus,Walt Grace's Submarine Test
Shawn Mendes,"4,6,5,1,4",Verse and Pre-Chorus,Stitches
Jack U,"4,6,5,1,4",Intro,superpop 138 AMAJ (whereUnow)
Sia,"4,6,5,1,4",Chorus,Alive
Regina Spektor,"4,6,5,1,4",Chorus,Fidelity
Zeds Dead,"4,6,5,1,4",Bridge,Hadouken
Nico and Vinz,"4,6,5,1,4",Verse,That's How You Know
Adam Lambert,"4,6,5,1,4",Verse,Whataya Want from Me
Woodkid,"4,6,5,1,4",Verse,I Love You
Hardwell,"4,6,5,1,4",Intro and Verse,Follow Me
Kleerup,"4,6,5,1,4",Chorus,Longing for Lullabies ft Titiyo
Jacob Sartorius,"4,6,5,1,4",Verse,Sweatshirt
The Mowgli's,"4,6,5,1,4",Chorus,Summertime
Sheryl Crow,"4,6,5,1,4",Chorus,Strong Enough
Pink,"4,6,5,1,5",Chorus,Raise Your Glass
Taylor Swift,"4,6,5,1,5",Chorus,Red
Pink,"4,6,5,1,5",Verse,Raise Your Glass
Pink,"4,6,5,1,5",Pre-Chorus,Raise Your Glass
The Cars,"4,6,5,1,5",Chorus,Just What I Needed
Bryan Adams,"4,6,5,1,5",Pre-Chorus and Chorus,Summer of 69
Jonathan Coulton,"4,6,5,1,5",Verse,Code Monkey
Bon Jovi,"4,6,5,1,5",Chorus,Always
Four Year Strong,"4,6,5,1,5",Chorus,Go Down In History
Robyn,"4,6,5,1,5",Verse,Call Your Girlfriend
Beyonce,"4,6,5,1,2",Chorus,Sweet Dreams
Zedd,"4,6,5,1,2",Chorus,Stay the Night
Zedd,"4,6,5,1,2",Instrumental,Stay the Night
Dinka,"4,6,5,1,2",Chorus,Never Let Go
Ricky Skaggs and Bruce Hornsby,"4,6,5,1,2",Chorus,Mandolin Rain
The Hotelier,"4,6,5,1,2",Intro,An Introduction To The Album
Marina and the Diamonds,"4,6,5,1,2",Verse and Pre-Chorus,True Colors
Train,"4,6,5,2,4",Pre-Chorus,Drive By
Hefner,"4,6,5,2,4",Chorus,The Day That Thatcher Dies
Nsync,"4,6,5,2,4",Verse,Bye Bye bye
Passion Pit,"4,6,5,2,4",Verse,Take A Walk
Celine Dion,"4,6,5,2,4",Chorus,That's the Way It Is
Lana Del Rey,"4,6,5,2,4",Intro and Verse,Summertime Sadness
Lana Del Rey,"4,6,5,2,4",Chorus,Summertime Sadness
Swedish House Mafia,"4,6,5,2,4",Instrumental,One
Kurt Vile,"4,6,5,2,4",Chorus,KV Crimes
The Cure,"4,6,5,2,4",Verse,The Figurehead
Enya,"4,6,5,2,4",Verse,Caribbean Blue
Instrumental Core,"4,6,5,2,4",Chorus,The Angels Among Demons
Mat Zo,"4,6,5,2,4",Chorus,The Lost
Studio Killers,"4,6,5,2,4",Chorus,Eros and Apollo
Ellie Goulding,"4,6,5,2,4",Chorus,Figure 8
Enrique ft Descemer Bueno Gente De Zona,"4,6,5,2,4",Verse and Pre-Chorus,Bailando Espanol
Miike Snow,"4,6,5,2,4",Chorus,Bavarian 1 - Dimitri Vangelis and Wyman Remix
Avril Lavigne,"4,6,5,2,4",Chorus,When You're Gone
Bebe Rexha,"4,6,5,2,4",Instrumental,I Can't Stop Drinking About You - Otto Knows Remix
Chase and Status,"4,6,5,2,4",Chorus,Blind Faith
Nick Jonas,"4,6,5,2,4",Chorus,Chains
Kaiser Chiefs,"4,6,5,2,4",Intro and Verse,Love's Not A Competition But I'm Winning
Friendly Fires,"4,6,5,2,4",Chorus,Kiss Of Life
Alt-J,"4,6,5,2,4",Verse,Matilda
Austin Cassidy,"4,6,5,2,4",Pre-Chorus and Chorus,Find Our Way ft Crystal Castagnazzi
Say Anything,"4,6,5,2,4",Chorus,Alive with the Glory of Love
Pierce Fulton and Polina,"4,6,5,2,4",Chorus,Where We Were
Gareth Emery,"4,6,5,2,4",Chorus,Eye Of The Storm - Stadiumx Remix
Booka Shade,"4,6,5,2,4",Chorus,Love Inc
Touhou Shibayan Feat 3L,"4,6,5,2,4",Pre-Chorus and Chorus,Monochrome in the Night
G-Eazy,"4,6,5,2,4",Pre-Chorus,Drifting
Totally Spies,"4,6,5,2,4",Instrumental,Hyper House
Lykke Li,"4,6,5,2,4",Chorus,Gunshot
Nhato,"4,6,5,2,3",Bridge,Miss You
Friendly Fires,"4,6,5,2,3",Chorus,Kiss Of Life
Lana Del Rey,"4,6,5,2,3",Bridge,Ride
Relient K,"4,6,5,2,3",Verse,Be My Escape
LMFAO,"4,6,5,2,6",Intro,Champagne Showers
Two Steps From Hell,"4,6,5,2,6",Chorus,Birth of A Hero
Jojo,"4,6,5,2,6",Pre-Chorus and Chorus,Too Little Too Late
Mr Probz ,"4,6,5,3,4",Verse,Waves Robin Schulz Remix
Nathan Ford,"4,6,5,3,4",Chorus,Apologies for the Rain
Emancipator,"4,6,5,3,4",Solo,Nevergreen
Krewella,"4,6,5,3,4",Verse,Live for the Night
Krewella,"4,6,5,3,4",Pre-Chorus,Live for the Night
Alesso,"4,6,5,3,4",Intro and Verse,Sweet Escape
Silversun Pickups,"4,6,5,3,4",Pre-Chorus and Chorus,Panic Switch
Britt Nicole,"4,6,5,3,4",Intro,Gold
Kleerup,"4,6,5,3,4",Chorus,Longing for Lullabies ft Titiyo
Gnash,"4,6,5,3,4",Intro and Verse,i hate u i love u
Lindsey Stirling,"4,6,5,3,6",Chorus,Mirror Haus
Lindsey Stirling,"4,6,5,3,6",Pre-Chorus,Mirror Haus
Demi Lovato,"4,6,5,6,4",Chorus,Skyscraper
Demi Lovato,"4,6,5,6,4",Intro,Skyscraper
Florence and the Machine,"4,6,5,6,4",Verse,Swimming
The Wreckers,"4,6,5,6,4",Verse,Leave The Pieces
Blind Guardian,"4,6,5,6,4",Verse,Nightfall
Hank Green,"4,6,5,6,4",Verse,It All Makes Sense at the End
Ozzy Osbourne,"4,6,5,6,4",Chorus,Crazy Train
Lorde,"4,6,5,6,4",Chorus,Team
Lindsey Stirling,"4,6,5,6,4",Intro and Verse,Beyond The Veil
The Gaslight Anthem,"4,6,5,6,4",Verse,The Spirit of Jazz
The Living End,"4,6,5,6,4",Intro,All Torn Down
Deathro,"4,6,5,6,4",Outro,Mega Man Infamous Intent -Barbarian Plain
Alphabeat,"4,6,5,6,4",Chorus,Vacation
Robyn,"4,6,5,6,4",Chorus,Indestructible
Blink 182,"4,6,5,6,4",Bridge,Give Me One Good Reason
Britney Spears,"4,6,5,6,4",Bridge,Criminal
The 1975,"4,6,5,6,4",Chorus,Somebody Else
Mako,"4,6,5,6,4",Chorus,I Won't Let You Walk Away - Lost Kings Remix
Usher,"4,6,5,6,5",Bridge,OMG
David Tavare,"4,6,5,6,5",Verse,Summer Love
