artist,cp,section,song
Barry Mann,"1,6,2,5,1",Chorus,Who Put the Bomp
The Beatles,"1,6,2,5,1",Verse,I Will
The Beatles,"1,6,2,5,1",Bridge,Lady Madonna
Maroon 5,"1,6,2,5,1",Chorus,This Love
Danny Baranowsky,"1,6,2,5,1",Verse,McLarty Party People
Danny Baranowsky,"1,6,2,5,1",Chorus,McLarty Party People
Danny Baranowsky,"1,6,2,5,1",Bridge,McLarty Party People
Billy Joel,"1,6,2,5,1",Pre-Chorus,Uptown Girl
Dung Truong,"1,6,2,5,1",Loop,Allusion World
Timothy Bishop,"1,6,2,5,1",Chorus,Hang In There
Yoko Takahashi,"1,6,2,5,1",Chorus,A Cruel Angel's Thesis
Jacksfilms,"1,6,2,5,1",Verse,Valentine's Day is a Lie
Jacksfilms,"1,6,2,5,1",Chorus,Valentine's Day is a Lie
Traditional,"1,6,2,5,1",Chorus,Bingo
The Muppets,"1,6,2,5,1",Chorus,Mah Na Mah Na
The Beach Boys,"1,6,2,5,1",Intro,Wouldn't It Be Nice
Beyonce,"1,6,2,5,1",Chorus,Drunk In Love - Meikal Remix
Maktone,"1,6,2,5,1",Instrumental,Class05
Grace Phipps,"1,6,2,5,1",Verse,Teen Beach Movie - Falling For Ya
Grace Phipps,"1,6,2,5,1",Chorus,Teen Beach Movie - Falling For Ya
Judy Garland,"1,6,2,5,1",Chorus,Over The Rainbow
Rilo Kiley,"1,6,2,5,1",Chorus,Breakin' Up
Mariah Carey,"1,6,2,5,1",Chorus,Honey
The Beatles,"1,6,2,5,1",Bridge,Wait
Aqua,"1,6,2,5,6",Chorus,Barbie Girl
Horimitsu Kazumichi,"1,6,2,5,6",Intro and Verse,Come Here Daitarn 3
Yoko Takahashi,"1,6,2,5,6",Chorus,A Cruel Angel's Thesis
Disclosure,"1,6,2,5,6",Chorus,Magnets ft Lorde
Blind Guardian,"1,6,2,4,1",Verse,The Lord Of The Rings
Gary Allan,"1,6,2,4,1",Verse,Smoke Rings in the Dark
Madonna,"1,6,2,4,1",Chorus,Frozen
Elliott Smith,"1,6,2,4,1",Chorus,A Fond Farewell
Nine Inch Nails,"1,6,2,4,1",Chorus,Every Day Is Exactly the Same
Kelly Clarkson,"1,6,2,4,1",Pre-Chorus and Chorus,My Life Would Suck Without You
MistFolk,"1,6,2,4,3",Verse,Storm Spirits
Disperse,"1,6,2,4,3",Chorus,Message From Atlantis
Thrice,"1,6,2,4,3",Pre-Chorus,Doublespeak
Kaizers Orchestra,"1,6,2,4,16",Verse,Mr Kaizers hans Constanze og meg
Kaizers Orchestra,"1,6,2,4,16",Verse and Pre-Chorus,Mr Kaizers hans Constanze og meg
Kaizers Orchestra,"1,6,2,4,16",Chorus,Mr Kaizers hans Constanze og meg
The Beatles,"1,6,2,4,5",Verse,Yellow Submarine
Whitesnake,"1,6,2,4,5",Intro,Here I Go Again
GOT7,"1,6,2,4,57",Chorus,Just Right
Nirvana,"1,6,2,4,2",Chorus,In Bloom
Queen,"1,6,2,57,1",Verse and Pre-Chorus,Bohemian Rhapsody
John Denver and The Muppets,"1,6,2,57,1",Chorus,12 Days of Christmas
South Park,"1,6,2,57,1",Verse,Lemmiwinks
South Park,"1,6,2,57,1",Chorus,Lemmiwinks
Grouplove,"1,6,2,57,1",Bridge,Shark Attack
The Muppets,"1,6,2,57,1",Chorus,Mah Na Mah Na
Sailor Moon,"1,6,2,57,1",Verse,Heart Moving
Paul Mauriat,"1,6,2,57,1",Verse,Minuetto
Drake Bell,"1,6,2,57,1",Chorus,In The End
Game Freak,"1,6,2,57,6",Verse,Fight Area
Rustie,"1,6,2,1,6",Pre-Chorus and Chorus,Beast Nite
BRICH,"1,6,2,1,6",Bridge,Snob
Boney M,"1,6,2,1,6",Chorus,Daddy Cool
Borknagar,"1,6,2,1,2",Chorus,Colossus
Dimitri Vangelis and Wyman,"1,6,2,1,5",Chorus,ID2
Solee,"1,6,2,1,3",Verse,Ice
Frou Frou,"1,6,3,4,5",Chorus,Let Go
Schoolhouse Rock,"1,6,3,4,5",Verse,Shot Heard 'Round the World
Agoaniki-P,"1,6,3,4,5",Intro and Verse,Double Lariat - featuring Megurine Luka
Green Day,"1,6,3,4,5",Chorus,Amy
ABBA,"1,6,3,4,5",Outro,Knowing Me Knowing You
Marcus Werner,"1,6,3,4,5",Verse,Octavia
Octavia,"1,6,3,4,5",Chorus,Marcus Werner
Marcus Werner,"1,6,3,4,5",Chorus,Octavia
The Verve,"1,6,3,4,5",Verse and Pre-Chorus,The Drugs Don't Work
Mini Pati,"1,6,3,4,5",Chorus Lead-Out,Acha Cha Kare
Mini Pati,"1,6,3,4,5",Chorus Lead-Out,Acha Cha Karee
Sean Kingston,"1,6,3,4,2",Chorus,Fire Burning
Muse,"1,6,3,4,2",Chorus,Explorers
Muse,"1,6,3,4,2",Pre-Chorus and Chorus,Explorers
Alicia Keys,"1,6,3,5,1",Pre-Chorus,Girl On Fire
Alicia Keys,"1,6,3,5,1",Chorus,Girl On Fire
David Guetta ft Sia,"1,6,3,5,1",Instrumental,She Wolf Falling To Pieces
David Guetta ft Sia,"1,6,3,5,1",Pre-Chorus,She Wolf Falling To Pieces
Paul Kelly,"1,6,3,5,1",Intro and Verse,From Little Things Big Things Grow
Paul Kelly,"1,6,3,5,1",Chorus,From Little Things Big Things Grow
Mindless Self Indulgence BDM Remix,"1,6,3,5,1",Intro and Verse,Straight to the Video
U2,"1,6,3,5,1",Chorus,Original Of The Species
Rod Stewart,"1,6,3,5,1",Chorus,Young Turks
Starfucker,"1,6,3,5,1",Instrumental,Julius
Roy Orbison,"1,6,3,5,1",Verse and Pre-Chorus,You Got It
South Park,"1,6,3,5,4",Chorus,The Cigarette Song
Kid Cudi,"1,6,3,1,6",Chorus,Pursuit of Happiness
Angus and Julia Stone,"1,6,3,1,6",Verse,Big Jet Plane
Angus and Julia Stone,"1,6,3,1,6",Chorus,Big Jet Plane
Lana Del Rey,"1,6,3,1,6",Intro,National Anthem
Lana Del Rey,"1,6,3,1,6",Verse,National Anthem
Lily Allen,"1,6,3,1,6",Chorus,The Fear
Beach House,"1,6,3,1,6",Verse,Wishes
Kid Cudi,"1,6,3,1,4",Chorus,Pursuit of Happiness
The Beatles,"1,6,3,1,4",Verse,I Will
Beyonce,"1,2,6,4,1",Verse,Halo
Muse,"1,2,6,4,1",Verse,Starlight
Blink 182,"1,2,6,4,1",Pre-Chorus,Adam's Song
Blink 182,"1,2,6,4,1",Chorus,Adam's Song
Taylor Swift,"1,2,6,4,1",Verse,Safe and Sound
One Republic,"1,2,6,4,1",Verse,If I Lose Myself - Alesso Remix
One Republic,"1,2,6,4,1",Pre-Chorus,If I Lose Myself - Alesso Remix
One Republic,"1,2,6,4,1",Chorus,If I Lose Myself - Alesso Remix
Iron Maiden,"1,2,6,4,1",Chorus Lead-Out,The Wicker Man
Audien feat Ruby Prophet,"1,2,6,4,1",Instrumental,Circles
Dzeko-and-Torres-vs-Sarah-McLeod,"1,2,6,4,1",Chorus,Hurricane
Sanna Nielsen,"1,2,6,4,1",Chorus,Undo
Cash Cash ft Bebe Rexha,"1,2,6,4,1",Verse,Take Me Home
Cash Cash ft Bebe Rexha,"1,2,6,4,1",Pre-Chorus,Take Me Home
Cash Cash ft Bebe Rexha,"1,2,6,4,1",Chorus,Take Me Home
Lorde,"1,2,6,4,1",Verse,Ribs
Sheppard,"1,2,6,4,1",Chorus,Geronimo
Dido,"1,2,6,4,1",Chorus,White Flag
Maison and Dragen,"1,2,6,4,1",Chorus,Colosseum
Wakabayashi Mitsuru,"1,2,6,4,1",Intro,This Game
Schmoyoho,"1,2,6,4,1",Chorus,Scoreboard
Echosmith,"1,2,6,4,1",Verse,Cool Kids
Grateful Dead,"1,2,6,4,1",Verse and Pre-Chorus,Sugaree
Villagers,"1,2,6,4,1",Intro and Verse,Nothing Arrived
Jamie Christopherson,"1,2,6,4,1",Chorus,Rules of Nature
Metric,"1,2,6,4,1",Intro and Verse,Help I'm Alive
Liviu Hodor ft Mona,"1,2,6,4,1",Pre-Chorus,Sweet Love
Marcus Warner,"1,2,6,4,1",Chorus,Liberation
Twenty One Pilots,"1,2,6,4,1",Verse,Ride
Twenty One Pilots,"1,2,6,4,1",Chorus,Ride
Motion City Soundtrack,"1,2,6,4,1",Pre-Chorus,Antonia
Motion City Soundtrack,"1,2,6,4,1",Chorus,Antonia
Martin Garrix,"1,2,6,4,1",Chorus,Break Through The SIlence
Matisse and Sadko,"1,2,6,4,1",Chorus,Break Through The SIlence
Sia,"1,2,6,4,1",Chorus,Fire Meet Gasoline
Eagles,"1,2,6,4,1",Chorus,Hotel California
Feist,"1,2,6,4,1",Verse,1234
Axwell and Ingrosso,"1,2,6,4,1",Intro and Verse,On My Way
Axwell and Ingrosso,"1,2,6,4,1",Intro,On My Way
Axwell and Ingrosso,"1,2,6,4,1",Pre-Chorus,On My Way
Snakehips,"1,2,6,4,1",Chorus,All My Friends
Snakehips,"1,2,6,4,1",Chorus,All My Friends ft Tinashe - Chance The Rapper
Ben Rector,"1,2,6,4,1",Chorus,Brand New
One Republic,"1,2,6,4,1",Instrumental,If I Lose Myself - Alesso Remix
Rilo Kiley,"1,2,6,4,1",Chorus,Silver Lining
Pink,"1,2,6,4,1",Chorus,Just Like Fire
Matoma,"1,2,6,4,1",Instrumental,False Alarm ft Becky Hill
Blink-182,"1,2,6,4,1",Intro and Verse,Here's Your Letter
AKB48,"1,2,6,5,1",Chorus,Sugar Rush
Lexy and K-Paul feat Yasha,"1,2,6,5,1",Chorus,Killing Me
Matthew Koma,"1,2,6,5,1",Chorus,One Night
Beyonce,"1,2,6,5,1",Chorus,Pretty Hurts
Shifter feat Fibra,"1,2,6,5,1",Chorus,Let It Go
Monika Brodka,"1,2,6,5,1",Chorus,W pieciu smakach
Gavin DeGraw,"1,2,6,5,1",Intro,Not Over You
Armin van Buuren feat Cimo Frankel,"1,2,6,5,1",Pre-Chorus and Chorus,Strong Ones
Rory Gallagher,"1,2,6,5,1",Verse,I'm Not Awake Yet
Sigala,"1,2,6,5,1",Chorus,Easy Love
Dillon Francis and Kygo,"1,2,6,5,1",Chorus,Coming Over ft James Hersey
Hailee Steinfeld,"1,2,6,5,1",Chorus,Starving
Demi Lovato,"1,2,6,5,4",Bridge,Skyscraper
Cash Cash ft Bebe Rexha,"1,2,6,5,4",Pre-Chorus,Take Me Home
HertzDevil,"1,2,6,5,4",Intro,Extends Levant
The Shins,"1,2,6,5,4",Chorus,For A Fool
Justice,"1,2,6,5,4",Verse,Helix
Galantis,"1,2,6,5,4",Chorus,Smile - Years Remix
Blend,"1,2,6,5,6",Chorus,Taking Flight
Helloween,"1,2,6,5,6",Chorus,Windmill
ZUN,"1,2,6,5,6",Verse,The Taboo Membrane Wall
Two Steps From Hell,"1,2,6,1,2",Chorus,Jump
The Neighbourhood,"1,2,6,1,2",Chorus,Float
Lorne Balfe,"1,2,6,1,2",Intro,The Infraworld
Monika Brodka,"1,2,6,1,2",Chorus,Varsovie
Thrice,"1,2,6,1,2",Verse,A Song For Milly Michaelson
Tool,"1,2,6,1,2",Chorus,Schism
RAM and Alex Morph,"1,2,6,1,2",Chorus,Grotesque
Incubus,"1,2,6,1,2",Intro,Aqueous Transmission
Selena Gomez,"1,2,6,1,2",Verse,Same Old Love
Nicki Minaj,"1,2,6,1,2",Verse,Pills N Potions
Drake,"1,2,6,1,2",Verse,One Dance
Daya,"1,2,6,1,2",Verse and Pre-Chorus,Hide Away
Niki and the Dove,"1,2,6,1,4",Verse,Tomorrow
Niki and the Dove,"1,2,6,1,4",Chorus,Tomorrow
Eisley,"1,2,6,1,4",Chorus,Drink The Water
Above and Beyond,"1,2,6,1,4",Pre-Chorus,Sun and Moon
Labrinth feat Emeli Sande,"1,2,4,5,1",Chorus,Beneath Your Beautiful
Labrinth feat Emeli Sande,"1,2,4,5,1",Verse,Beneath Your Beautiful
The Temptations,"1,2,4,5,1",Chorus,My Girl
Counting Crows,"1,2,4,5,1",Chorus,Accidentally in Love
Nena,"1,2,4,5,1",Verse,99 Luftballons
Nena,"1,2,4,5,1",Instrumental,99 Luftballons
The Divine Comedy,"1,2,4,5,1",Verse,At The Indie Disco
Reel Big Fish,"1,2,4,5,1",Instrumental,Sell Out
Tyr,"1,2,4,5,1",Pre-Chorus and Chorus,Ormurin Langi
Reel Big Fish,"1,2,4,5,1",Intro and Verse,She's Not the End of the World
Goldfinger,"1,2,4,5,1",Chorus,99 Red Ballons
Metro Station,"1,2,4,5,1",Bridge,Shake It
Bubbles and the Shitrockers,"1,2,4,5,1",Verse,Liquor and Whores
Blink 182,"1,2,4,5,1",Intro,First Date
Labrinth feat Emeli Sande,"1,2,4,5,6",Chorus,Beneath Your Beautiful
Calvin Harris,"1,2,4,5,6",Chorus,Drinking From the Bottle
The Smiths,"1,2,4,5,6",Verse,What She Said
Counting Crows,"1,2,4,5,6",Chorus,Accidentally in Love
David Guetta feat Sam Martin,"1,2,4,5,6",Chorus,Lovers On The Sun
Jakob Liedholm,"1,2,4,5,6",Chorus,NEA - Steerner Remix
Astrid S,"1,2,4,5,6",Chorus,2 AM - Matoma Remix
AlunaGeorge,"1,2,4,5,6",Instrumental,Supernatural
Animusic,"1,2,4,5,2",Chorus,Acoustic Curves
Selena Gomez,"1,2,4,5,2",Verse,Good For You
Selena Gomez,"1,2,4,5,2",Pre-Chorus and Chorus,Good For You
Jus Jack vs Dzeko and Torres feat Gallantry,"1,2,4,1,2",Chorus,Any Day
Matt Gray,"1,2,4,1,2",Verse,Quedex - Mindroll
Death Cab for Cutie,"1,2,4,1,2",Chorus,Title and Registration
4 Non Blondes,"1,2,4,1,2",Intro,What's Up
Fall Of Troy,"1,2,4,1,2",Chorus,FCPREMIX
La Roux,"1,2,4,1,2",Chorus,Bulletproof
Quinton Barnes,"1,2,4,1,2",Bridge,There's No You
A Day To Remember,"1,2,4,1,2",Pre-Chorus and Chorus,Downfall Of Us All
Death Cab For Cutie,"1,2,4,1,2",Verse,The Sound of Settling
MitiS,"1,2,4,1,2",Intro,WildFlower
Hozier,"1,2,4,1,2",Chorus,Jackie And Wilson
Phish,"1,2,4,1,2",Chorus Lead-Out,Waste
Flume,"1,2,4,1,2",Intro,Never Be Like You feat Kai
New Order,"1,2,4,1,2",Verse,Blue Monday
Linkin Park,"1,2,4,1,5",Chorus,In The End
Manowar,"1,2,4,1,5",Chorus,Heart Of Steel
Quinton Barnes,"1,2,4,1,5",Bridge,There's No You
Hardwell,"1,2,4,1,5",Intro and Verse,Mad Word
Hardwell,"1,2,4,1,5",Pre-Chorus,Mad World
Royksopp,"1,2,4,1,6",Verse,Keyboard Milk
Elliott Smith,"1,2,4,1,6",Chorus,A Fond Farewell
Grouplove,"1,2,4,1,6",Chorus,Ways to Go
Coldplay,"1,2,4,1,56",Verse,Green Eyes
South Park,"1,2,4,1,56",Verse,Up There
Alex Clare,"1,2,4,6,1",Intro,Too Close
Thursday,"1,2,4,6,1",Chorus,Friends In The Armed Forces
Es Posthumus,"1,2,4,6,1",Chorus,Nara
Kitaro,"1,2,4,6,1",Verse,Jubei's Theme
Thomas Bergersen,"1,2,4,6,1",Instrumental,Dragonland
Adam Lambert,"1,2,4,6,1",Verse,Ghost Town
Mike Posner,"1,2,4,6,1",Chorus,Please Don't Go
Mike Posner,"1,2,4,6,1",Verse and Pre-Chorus,Please Don't Go
Jin,"1,2,4,6,1",Verse,Outer Science
DJ Khaled,"1,2,4,6,1",Instrumental,I'm On One
Goo Goo Dolls,"1,2,4,6,5",Chorus,Iris
Goo Goo Dolls,"1,2,4,6,5",Verse,Iris
Ricky Skaggs and Bruce Hornsby,"1,2,4,6,5",Chorus,Mandolin Rain
Relient K,"1,2,4,6,5",Verse,Be My Escape
Pink Floyd,"1,2,4,6,3",Chorus,High Hopes
Hozier,"1,2,4,6,3",Chorus,Jackie And Wilson
Soundprank,"1,2,4,6,4",Chorus,Animus
Five,"1,2,4,5/6,6",Intro,Slam Dunk - Da Funk
Five,"1,2,4,5/6,6",Instrumental,Slam Dunk - Da Funk
Alex Clare,"1,2,4,5/6,6",Chorus,Too Close
Christina Aguilera,"1,2,4,5/6,2",Chorus,Fighter
Frog Fractions Soundtrack,"1,2,3,4,5",Chorus,Rimushotto Bungie Jump
Adam Green and Binki Shapiro,"1,2,3,4,5",Chorus,Here I Am
Nikki Williams,"1,2,3,4,5",Chorus,Glowing
The Eagles,"1,2,3,4,5",Chorus,Take It Easy
Syn Cole,"1,2,3,4,5",Verse,April
South Park,"1,2,3,4,5",Intro and Verse,Princess Kenny
Zedd ft Ryan Tedder,"1,2,3,4,5",Verse,Lost At Sea
Zedd ft Ryan Tedder,"1,2,3,4,5",Chorus,Lost At Sea
Jack White,"1,2,3,4,5",Verse,Sixteen Saltines
Billy Joel,"1,2,3,4,5",Verse,Uptown Girl
John Miller,"1,2,3,4,5",Chorus,Tornado
David Wise,"1,2,3,4,5",Verse,Bayou Boogie
David Guetta,"1,2,3,4,5",Instrumental,What I Did for Love
073113243,"1,2,3,4,5",Chorus,NYAN CAT
Arthur,"1,2,3,4,5",Instrumental,NYAN CAT
AWESOMEGUY,"1,2,3,4,5",Instrumental,NYAN CAT
Zedd,"1,2,3,4,5",Pre-Chorus,Done With Love
Zedd,"1,2,3,4,5",Chorus,Done With Love
The Living End,"1,2,3,4,5",Chorus,West End Riot
Tenacious D,"1,2,3,4,5",Chorus,Classico
Brand New,"1,2,3,4,5",Chorus,Failure by Design
Marina and the Diamonds,"1,2,3,4,5",Chorus,Bubblegum Bitch
Bill Withers,"1,2,3,4,3",Intro,Lean on Me
The Rasmus,"1,2,3,4,3",Intro and Verse,In the Shadows
Nintendo,"1,2,3,4,3",Pre-Chorus and Chorus,Super Smash Bros Melee - Onett
Dung Truong,"1,2,3,4,3",Loop,Allusion World
Kolsch,"1,2,3,4,3",Chorus,All That Matters - Kryder Remix
Treble Charger,"1,2,3,4,3",Intro and Verse,Ever She Flows
Perfume,"1,2,3,4,3",Chorus,Polyrhythm
Adam Green and Binki Shapiro,"1,2,3,4,1",Verse,Here I Am
The Eagles,"1,2,3,4,1",Chorus,Take It Easy
The Beatles,"1,2,3,4,1",Verse,Here There And Everywhere
Nintendo,"1,2,3,4,1",Pre-Chorus and Chorus,Super Smash Bros Melee - Onett
nanobii,"1,2,3,4,1",Chorus,rainbow road
Dung Truong,"1,2,3,4,1",Loop,Allusion World
The Monkees,"1,2,3,4,1",Intro and Verse,Daydream Believer
The Cure,"1,2,3,4,16",Intro,Boys Don't Cry
The Cure,"1,2,3,4,16",Chorus,Boys Don't Cry
Ratboy Genius,"1,2,3,4,16",Solo 1,I've Cracked Open The World
jameer,"1,2,3,1,2",Verse,AWSOME SONG
Rustie,"1,2,3,1,4",Chorus,Hover Traps
Rustie,"1,2,3,1,4",Bridge,Hover Traps
Yes,"1,2,3,1,b5",Chorus,The Revealing Science of God
Lady Gaga,"1,2,3,1,6",Chorus,LoveGame
MistFolk,"1,2,3,6,4",Pre-Chorus and Chorus,Storm Spirits
Sharon Needles,"1,2,3,6,4",Chorus,Why Do You Think You Are Nuts
Nate Ruess,"1,2,3,6,4",Verse,Great Big Storm
Jack White,"1,2,3,6,1",Verse,Sixteen Saltines
Dimitri Vegas - MOGUAI and Like Mike,"1,2,3,6,1",Chorus,Mammoth
Dimitri Vegas - MOGUAI and Like Mike,"1,2,3,6,1",Bridge,Mammoth
John Mayer,"1,2,3,6,5",Verse,Walt Graces Submarine Test January 1967
Jakob Bienenhalm,"1,2,3,6,5",Chorus,Jockel der Gartenteichspringbrunnen
Eir Aoi,"1,2,3,6,56",Verse,Sirius
Villa-Lobos,"1,2,3,6,36",Verse,Little Train of Caipira
The Shins,"1,2,1,2,1",Chorus,Caring is Creepy
One Direction,"1,2,1,2,1",Verse,Heart Attack 
HWLS,"1,2,1,2,1",Verse,004 w Noah Breakfast
Loituma,"1,2,1,2,1",Solo,Ievan Polkka - Leekspin
Tame Impala,"1,2,1,2,1",Verse,Solitude is Bliss
Eisley,"1,2,1,2,1",Chorus,Marvelous Things
BRICH,"1,2,1,2,1",Bridge,Snob
Tame Impala,"1,2,1,2,1",Chorus,Mind Mischief
The Chemical Brothers,"1,2,1,2,1",Intro and Verse,Galvanize
The Chainsmokers,"1,2,1,2,1",Intro and Verse,Kanye
Broken Bells,"1,2,1,2,1",Verse,The High Road
Commodores,"1,2,1,2,1",Verse,Sail On
Perfume,"1,2,1,2,1",Chorus,Polyrhythm
Tool,"1,2,1,2,6",Chorus,Schism
Thom Yorke,"1,2,1,2,6",Intro,Black Swan
Perfume,"1,2,1,2,3",Chorus,Polyrhythm
Kumi Tanioka  ,"1,2,1,2,4",Intro,Promised Moisture 
Tyr,"1,2,1,2,4",Pre-Chorus and Chorus,Ormurin Langi
The Kingsmen,"1,2,1,5,1",Chorus,Louie Louie
Josh Groban,"1,2,1,5,1",Chorus,O Holy Night
INXS,"1,2,1,5,6",Chorus,Beautiful Girl
Mans Zelmerlow,"1,2,1,5,6",Chorus,Heroes
Tame Impala,"1,2,1,5,6",Verse,Solitude is Bliss
The Shins,"1,2,1,5,4",Chorus,Caring is Creepy
Starbomb,"1,2,1,5,4",Chorus,Smash
Homestuck Soundtrack,"1,2,1,5,5/6",Verse,Showtime
Muse,"1,2,1,4,1",Verse,Prague
A Day To Remember,"1,2,1,4,1",Pre-Chorus and Chorus,Downfall Of Us All
Jake Kaufman,"1,2,1,4,1",Chorus,Strike the Earth
deadmau5,"1,2,1,4,5",Intro,The Veldt
The Rolling Stones,"1,2,1,4,5",Verse,Wild Horses
Ogge,"1,2,1,4,5",Verse,Kuk
Mark Mothersbaugh,"1,2,1,4,5",Pre-Chorus and Chorus,The Sims 2 - Seasons Theme
Sia,"1,2,1,4,2",Verse,Reaper
Kino,"1,2,1,3,6",Verse,Bezdelnik
Borknagar,"1,2,1,3,6",Chorus,Colossus
Slowdive,"1,2,1,3,4",Chorus,When The Sun Hits
Nintendo,"1,2,1,3,27",Chorus,Kirby Air Ride - Sky Sands
Jeff Liu,"1,2,1,3,b3",Pre-Chorus,Tower of Mistakes
BRICH,"1,2,1,6,1",Bridge,Snob
Karmin,"1,2,1,6,5",Verse,Accapella
Iron Maiden,"1,2,1,6,5",Intro,Fear of the Dark
Toby Fox,"1,2,1,6,5",Bridge,Your Best Nightmare
Clint Mansell,"1,2,1,56,1",Instrumental,Welcome To Lunar Industries
Bonobo,"1,2,1,56,1",Verse,Kong
Aloe Blacc,"1,2,1,56,6",Chorus,The Man
Aloe Blacc,"1,2,1,56,6",Intro,The Man
Aesop Rock,"1,2,1,56,36",Instrumental,Daylight
SoulEye,"1,2,5,1,2",Chorus,Passion for Exploring
The Ronettes,"1,2,5,1,2",Verse,Be My Baby
They Might Be Giants,"1,2,5,1,2",Verse and Pre-Chorus,Sensurround
Biz Markie,"1,2,5,1,2",Chorus,Just A Friend
Meghan Trainor,"1,2,5,1,2",Pre-Chorus and Chorus,All About That Bass
Larry Markes,"1,2,5,1,2",Verse,Scooby Doo Where Are You Theme Song
Animusic,"1,2,5,1,2",Pre-Outro,Pipe Dream
New Order,"1,2,5,1,2",Verse,Blue Monday
Jackson 5,"1,2,5,1,4",Intro,I Want You Back
Jackson 5,"1,2,5,1,4",Verse,I Want You Back
Jackson 5,"1,2,5,1,4",Chorus,I Want You Back
Rex Preston and Miranda Sykes,"1,2,5,1,4",Verse,Me And My Sister The Moon
Cool and Create,"1,2,5,1,5",Chorus,Help me ERINNNNNN
Scatman John,"1,2,5,1,5",Pre-Chorus and Chorus,Scatman's World
Jackson 5,"1,2,5,1,56",Intro,I Want You Back
Jackson 5,"1,2,5,1,56",Chorus,I Want You Back
Bruno Mars,"1,2,5,1,142",Verse,When I Was Your Man
Radiohead,"1,2,5,1,142",Verse,Karma Police
Alligatoah,"1,2,5,4,1",Chorus Lead-Out,Willst Du
Game Freak,"1,2,5,4,1",Intro and Verse,HarmoKnight - A Bumpy Start
Death Cab For Cutie,"1,2,5,4,1",Chorus,The Sound of Settling
Tally Hall,"1,2,5,4,1",Outro,Good Day
Nintendo,"1,2,5,4,5",Bridge,Super Smash Bros Melee - Onett
Rich Curtis,"1,2,5,4,5",Chorus,Latitude End - Andre Sobota Remix
Pokemon Mystery Dungeon,"1,2,5,4,5",Chorus,Sky Tower
Animusic,"1,2,5,4,2",Pre-Outro,Pipe Dream
Nate Ruess,"1,2,5,4,16",Pre-Chorus,Great Big Storm
Konami,"1,2,5,4,b7",Chorus,Operation C - Area 2
Dobu Usagi,"1,2,5,6,5",Intro,Thor's Hammer
Dobu Usagi,"1,2,5,6,5",Chorus,Thor's Hammer
Megadeth,"1,2,5,6,5",Pre-Chorus,A Tout le Monde
Ariel Pink,"1,2,5,6,5",Intro,Lipstick
Ratatat,"1,2,5,6,1",Instrumental,Loud Pipes
They Might Be Giants,"1,2,5,6,1",Verse and Pre-Chorus,Sensurround
Game Freak,"1,2,5,6,1",Solo 1,Vs Elite Four - Kalos
Kylie Minogue,"1,2,5,6,1",Chorus,Get Outta My Way
Twenty One Pilots,"1,2,5,6,27",Bridge,Ride
Berryz Kobo,"1,2,5,6,4",Intro,Dakishimete Dakishimete
Helloween,"1,2,5,6,2",Solo,Forever and one
Disney,"1,2,5,6,56",Chorus Lead-Out,I'll Make A Man Out Of You
Nintendo,"1,2,5,57,b67",Intro and Verse,Rustboro City
Bruno Mars,"1,2,5,57,1",Verse,When I Was Your Man
The Dead Tapes,"1,2,5,57,1",Verse,Something Different
Carrie Underwood,"1,2,16,4,5",Pre-Chorus,Ever Ever After
Lea Michele from Glee,"1,2,16,4,5",Pre-Chorus,Defying Gravity
Gigi D'Agostino,"1,2,16,4,5",Intro,The Riddle
Regina Spektor,"1,2,16,4,5",Verse,Samson
Jakob Liedholm,"1,2,16,4,5",Chorus,NEA - Steerner Remix
The Mighty Mighty Bosstones,"1,2,16,4,5",Pre-Chorus,The Punch Line
The Darkness,"1,2,16,4,5",Chorus,I Believe In A Thing Called Love
Thomas Rhett,"1,2,16,4,5",Verse and Pre-Chorus,Die A Happy Man
Astro,"1,2,16,4,5",Chorus,Hide and Seek
Emax,"1,2,16,4,5",Intro and Verse,Delicate Oooz
Jon Schmidt,"1,2,16,4,16",Instrumental,Waterfall
Nathan Ford,"1,2,16,4,16",Verse,Sun Town
Say Anything,"1,2,16,4,16",Chorus,Every Man Has A Molly
The Darkness,"1,2,16,4,16",Chorus,I Believe In A Thing Called Love
Billy Joel,"1,2,16,4,1",Verse,She's Always a Woman
Pendulum,"1,2,16,4,1",Chorus,The Vulture
The Mighty Mighty Bosstones,"1,2,16,4,1",Pre-Chorus,The Punch Line
Thomas Rhett,"1,2,16,4,1",Verse and Pre-Chorus,Die A Happy Man
They Might Be Giants,"1,2,16,4,164",Verse and Pre-Chorus,Sensurround
Stephen Foster,"1,2,16,4,164",Verse,If You've Only Got A Moustache
George Frederic Handel,"1,2,16,4,164",Intro,Arrival of the Queen of Sheba
Girl's Day,"1,2,16,4,565/5",Chorus,Let's Go
Adele,"4,1,5,6,4",Chorus,Someone Like You
Avril Lavigne,"4,1,5,6,4",Chorus,Girlfriend
Bruno Mars,"4,1,5,6,4",Chorus,Grenade
Carly Rae Jepsen,"4,1,5,6,4",Chorus,Call Me Maybe
Carrie Underwood,"4,1,5,6,4",Chorus,So Small
Carrie Underwood,"4,1,5,6,4",Verse,So Small
Cascada,"4,1,5,6,4",Verse,Every Time We Touch
Cheryl Cole,"4,1,5,6,4",Verse,Parachute
Erasure,"4,1,5,6,4",Pre-Chorus,Always
Flo Rida,"4,1,5,6,4",Instrumental,Whistle
Jason Mraz,"4,1,5,6,4",Verse,I'm Yours
Kelly Clarkson,"4,1,5,6,4",Verse,Already Gone
