,artist,cp,section,song,type,listener count (last.fm),play count (last.fm),genre (last.fm),popularity (Spotify),release date (Spotify)
15915,Jimi Hendrix,"4,1,5",Verse,Hey Joe,3 chord,787962,4055635,classic rock,72,1967
15949,Tenacious D,"4,1,5",Verse,Karate,3 chord,234129,1046367,rock,42,2001
16135,Carolina Liar,"4,1,5",Verse,I'm Not Over,3 chord,144038,970458,alternative,49,2008
16207,Johnny Cash,"4,1,5",Chorus,Hurt,3 chord,1110343,8804190,pop,77,2002
16221,Lana Del Rey,"4,1,5",Chorus,Without You,3 chord,403425,4088549,dance,54,2012
16277,U2,"4,1,5",Verse,Yahweh,3 chord,144825,557749,rock,29,2004
16293,Eric Clapton,"4,1,5",Intro and Verse,Tears in Heaven,3 chord,822028,4127029,classic rock,61,1999
16406,Peter Frampton,"4,1,5",Chorus,Baby I Love Your Way,3 chord,12768,50153,classic rock,15,2019
16456,Smash Mouth,"4,1,5",Intro,Allstar,3 chord,779871,4406438,rock,81,1999
16520,Afrojack,"4,1,5",Chorus,The Spark,3 chord,82600,367143,electronic,59,2014
16589,Coldplay,"4,1,5",Intro,Amsterdam,3 chord,620317,3608573,rock,58,2002
16643,Hinder,"4,1,5",Chorus,Lips of an Angel,3 chord,547149,3077685,rock,73,2005
16767,Enrique Iglesias,"4,1,5",Chorus,Bailamos,3 chord,142069,741957,latin,55,1999
16797,Ozzy Osbourne,"4,1,5",Chorus,Crazy Train,3 chord,704149,3592873,heavy metal,79,1980
16809,Nause,"4,1,5",Chorus,Hungry Hearts,3 chord,6770,27981,2012,28,2013
16813,Roxette,"4,1,5",Outro,The Look,3 chord,333754,1576073,80s,72,1988
16846,Flo RIda,"4,1,5",Chorus,Whistle,3 chord,389615,2679917,Hip-Hop,76,2012
17092,Jack White,"4,1,5",Chorus,Love Interruption,3 chord,293449,1755459,rock,51,2012
17129,Atlas Genius,"4,1,5",Intro and Verse,Trojans,3 chord,239079,1463501,indie,59,2013
17196,Ace of Base,"4,1,5",Pre-Chorus,All That She Wants,3 chord,518039,2332186,90s,73,1993
17237,Spice Girls,"4,1,5",Chorus,Wannabe,3 chord,458490,2201252,pop,81,1996
17327,The Who,"4,1,5",Verse,Won't Get Fooled Again,3 chord,367828,1826892,classic rock,30,1999
17332,OK Go,"4,1,5",Verse,Here It Goes Again,3 chord,588008,3314593,indie,65,2005
17365,Train,"4,1,5",Chorus,Drops Of Jupiter,3 chord,657986,3788229,rock,80,2001
17405,Avril Lavigne,"4,1,5",Bridge,When You're Gone,3 chord,523016,3725032,pop,71,2007
17477,The Gaslight Anthem,"4,1,5",Chorus,Biloxi Parish,3 chord,45433,337424,alternative rock,32,2012
17710,The Mighty Mighty Bosstones,"4,1,5",Chorus,The Impression That I Get,3 chord,291431,1483766,ska,67,1997
17719,2pac,"4,1,5",Verse,Changes,3 chord,315181,2046155,rap,64,1998
17776,Nine Inch Nails,"4,1,5",Pre-Chorus and Chorus,Hurt,3 chord,562284,3624737,pop,60,1994
17870,Bloc Party,"4,1,5",Chorus,Flux,3 chord,381866,2805406,indie,46,2007
17884,A Perfect Circle,"4,1,5",Verse,3 Libras,3 chord,430690,3423116,alternative rock,62,2000
18103,Birdy,"4,1,5",Chorus,Wings,3 chord,218835,1597518,pop,52,2013
18113,Galantis,"4,1,5",Chorus,Peanut Butter Jelly,3 chord,145333,992287,dance,68,2015
18192,MxPx,"4,1,5",Intro and Verse,Wrecking Hotel Rooms,3 chord,86433,353730,punk rock,44,2005
18253,Audien,"4,1,5",Chorus,Something Better,3 chord,36709,154009,audien,55,2015
18573,Guster,"4,1,5",Chorus,Hang On,3 chord,27663,137827,rock,32,2006
18603,Delain,"4,1,5",Chorus,Your Body is a Battleground,3 chord,17084,128168,Gothic Metal,34,2014
18705,Madonna,"4,1,5",Intro and Verse,Don't Tell Me,3 chord,207897,1222544,pop,43,2000
18867,The Rocky Horror Show,"4,1,5",Chorus,The Time Warp,3 chord,49453,272745,Soundtrack,55,2015
18968,The Supremes,"4,1,5",Verse,Where Did Our Love Go,3 chord,198211,706807,motown,68,1964
19005,Beck,"4,1,5",Pre-Chorus and Chorus,Morning,3 chord,220302,951754,indie,57,2014
19095,Klangkarussell,"4,1,5",Verse,Sonnentanz,3 chord,184906,1091863,electro,46,2014
19117,The Killers,"4,1,5",Pre-Chorus and Chorus,Read My Mind,3 chord,999443,7321821,rock,70,2006
19127,Debbie Gibson,"4,1,5",Intro,Only In My Dreams,3 chord,52215,174926,80s,50,1987
19143,The Offspring,"4,1,5",Intro,The Kids Aren't Alright,3 chord,1006331,7438356,punk rock,78,1998
19296,Radiohead,"4,1,4",Intro,Fake Plastic Trees,3 chord,1095176,8793346,alternative,71,1995
19733,AC DC,"4,1,4",Chorus,Highway to Hell,3 chord,1048514,7861282,hard rock,85,1979
20361,Hubert Parry,"4,1,4",Verse,Jerusalem,3 chord,6209,20080,choral,40,2007
20448,Prince,"4,1,4",Chorus,1999,3 chord,331618,1238103,80s,70,1982
20454,Derrick Harriot,"4,1,4",Intro,Let ME Down Easy,3 chord,11919,38822,reggae,34,2012
20658,Pixies,"4,1,6",Intro,Where is my Mind,3 chord,1201410,10888438,alternative,76,1988
20759,Ratatat,"4,1,6",Bridge,Tropicana,3 chord,193882,1133533,electronic,43,2006
20857,Eva Cassidy,"4,1,6",Intro and Verse,Fields of Gold,3 chord,162594,864875,female vocalists,62,1998
20950,Clean Bandit,"4,1,6",Intro,Rather Be,3 chord,55412,526271,pop,48,2014
21018,Rush,"4,1,6",Verse,Red Barchetta,3 chord,203307,1076821,Progressive rock,53,1981
21022,Natasha Bedingfield,"4,1,6",Pre-Chorus and Chorus,Unwritten,3 chord,555727,2721739,pop,78,2004
21121,KT Tunstall,"4,1,6",Chorus,Suddenly I See,3 chord,589720,3510559,pop,70,2005
21193,Weezer,"4,1,6",Verse,Say It Ain't So,3 chord,839837,5159469,rock,75,1994
21257,One Direction,"4,1,6",Verse,Rock Me,3 chord,97006,1011334,pop,64,2012
21549,Gwen Stefani,"4,1,6",Chorus,Baby Don't Lie,3 chord,80787,747564,pop,53,2014
21588,Adele,"4,5,6",Chorus,Rolling In The Deep,3 chord,1280514,13466512,soul,76,2011
21636,David Glen Eisley,"4,5,6",Intro,Sweet Victory,3 chord,10616,58481,spongebob,50,2005
21651,Elliott Smith,"4,5,6",Bridge,Say Yes,3 chord,410078,2984026,acoustic,55,1997
21656,Elvis Presley,"4,5,6",Chorus,Can't Help Falling In Love,3 chord,493283,2516443,oldies,80,1961
21670,Gotye,"4,5,6",Chorus,Somebody That I Used To Know,3 chord,1076199,12734356,indie,76,2011
21680,Jimi Hendrix,"4,5,6",Verse,All Along The Watchtower,3 chord,977848,5970791,folk,78,1968
21692,K-Ci and Jojo,"4,5,6",Chorus,All My Life,3 chord,289635,1036961,rnb,73,1997
21704,Kelly Clarkson,"4,5,6",Chorus,Because Of You,3 chord,660022,4013935,pop,75,2004
21729,Nicki Minaj,"4,5,6",Chorus,Super Bass,3 chord,517049,4527109,nicki minaj,71,2010
21779,Sara Bareilles,"4,5,6",Intro,Love Song,3 chord,721338,4067626,pop,77,2007
21784,Skrillex,"4,5,6",Pre-Chorus,Scary Monsters And Nice Sprites,3 chord,554977,3653768,dubstep,61,2010
21840,Fall Out Boy,"4,5,6",Chorus,Thnks fr th Mmrs,3 chord,725245,5792143,rock,78,2007
21850,Madonna,"4,5,6",Chorus,Girl Gone Wild,3 chord,166461,2689534,dance,48,2012
21874,Gotye,"4,5,6",Chorus,Somebody That Used To Know,3 chord,1076199,12734356,indie,76,2011
21926,Nsync,"4,5,6",Verse and Pre-Chorus,It's gonna be me,3 chord,235498,1203940,pop,68,2000
21971,Bob Dylan,"4,5,6",Verse,All Along The Watchtower,3 chord,407459,2189145,folk,57,1967
21979,Eminem,"4,5,6",Intro,Mockingbird,3 chord,660802,3632991,rap,70,2004
22004,Bonnie Raitt,"4,5,6",Chorus,I Can't Make You Love Me,3 chord,154613,568456,female vocalists,68,1991
22009,Wolfgang Gartner,"4,5,6",Intro,The Way It Was,3 chord,32244,102363,electronic,33,2011
22074,Mongo Santamaria,"4,5,6",Verse,Afro Blue,3 chord,13096,28245,jazz,39,1989
22159,Rockwell,"4,5,6",Intro,Somebody's Watching Me,3 chord,177251,584571,80s,43,2012
22209,Enya,"4,5,6",Chorus,Anywhere Is,3 chord,154936,966420,new age,47,1995
22221,Camo and Krooked,"4,5,6",Pre-Chorus,Run Riot,3 chord,22589,97368,Drum and bass,27,2011
22258,Knife Party,"4,5,6",Bridge,Rage Valley,3 chord,86195,492867,dubstep,50,2012
22263,Dio,"4,5,6",Chorus,Rainbow in the Dark,3 chord,378302,2455117,heavy metal,62,1983
22268,Pegboard Nerds,"4,5,6",Instrumental,Disconnected,3 chord,42018,259314,electronic,57,2012
22278,Dash Berlin,"4,5,6",Chorus,Man on the Run,3 chord,13917,85822,trance,27,2017
22314,Helloween,"4,5,6",Intro,I Want Out,3 chord,218442,1505610,Power metal,66,1988
22327,Tristam,"4,5,6",Chorus,I Remember,3 chord,25795,192889,electronic,51,2012
22349,Lady Gaga,"4,5,6",Verse and Pre-Chorus,Do What U Want,3 chord,213652,1783004,pop,55,2013
22361,Jewel,"4,5,6",Verse,Near You Always,3 chord,36630,151048,singer-songwriter,41,1995
22366,Daft Punk,"4,5,6",Outro,Aerodynamic,3 chord,836613,5279789,electronic,61,2001
22371,Killswitch Engage,"4,5,6",Verse,In Due Time,3 chord,71756,623759,metalcore,56,2013
22379,Tristam,"4,5,6",Verse,Till It's Over,3 chord,25972,189263,glitch hop,59,2013
22387,Veracocha,"4,5,6",Verse and Pre-Chorus,Carte Blanche,3 chord,68768,248517,trance,39,2019
22423,Lana Del Rey,"4,5,6",Verse,Diet Mtn Dew,3 chord,568885,5683969,indie,57,2012
22477,Swedish House Mafia,"4,5,6",Chorus,Miami 2 Ibiza,3 chord,158095,751430,House,43,2010
22483,Linked Horizon,"4,5,6",Chorus,Guren no Yumiya,3 chord,26911,332650,anime,65,2018
22530,Alesso,"4,5,6",Instrumental,Clash,3 chord,7343,24774,dubstep,42,2012
22535,Lady Gaga,"4,5,6",Chorus,GUY,3 chord,184821,3342550,pop,65,2013
22559,Lana Del Rey,"4,5,6",Chorus,West Coast,3 chord,392513,5098002,alternative,69,2014
22623,Backstreet Boys,"4,5,6",Verse,Show Me The Meaning Of Being Lonely,3 chord,223360,1059674,pop,68,1999
22645,Yeah Yeah Yeahs,"4,5,6",Chorus,Heads Will Roll,3 chord,771756,6007432,indie,61,2009
22653,Avicii,"4,5,6",Verse,Liar Liar,3 chord,109645,522155,electronic,58,2013
22660,Bic Runga,"4,5,6",Verse,Sway,3 chord,108065,671868,female vocalists,42,1997
22695,Lindsey Stirling,"4,5,6",Verse,Heist,3 chord,34869,233919,instrumental,48,2014
22761,REM,"4,5,6",Intro,Losing My Religion,3 chord,1228564,8601412,rock,82,1991
22784,Kelly Clarkson,"4,5,6",Verse and Pre-Chorus,Catch My Breath,3 chord,100531,824462,pop,56,2012
22803,Katy Perry,"4,5,6",Chorus,This Is How We Do,3 chord,265005,2238996,pop,67,2013
22809,Maroon 5,"4,5,6",Chorus Lead-Out,Maps,3 chord,362657,3108724,pop,78,2015
22814,Sam Smith,"4,5,6",Verse,Restart,3 chord,74239,419509,pop,57,2015
22819,S Club 7,"4,5,6",Chorus,Never Had A Dream Come True,3 chord,97886,469810,pop,54,2000
22894,Flo Rida,"4,5,6",Chorus,I Cry,3 chord,224992,1405316,Hip-Hop,65,2012
22915,Phil Collins,"4,5,6",Chorus,In The Air Tonight,3 chord,657177,3481435,80s,48,2014
22951,The Rolling Stones,"4,5,6",Chorus,Gimme Shelter,3 chord,983002,6107696,classic rock,77,1969
22956,Central Unit,"4,5,6",Intro,Saturday Nite,3 chord,2020,6528,new wave,7,2009
23004,The Jetzons,"4,5,6",Chorus,Hard Times,3 chord,3872,20368,80s,37,2008
23011,Roine Stolt,"4,5,6",Intro,Humanizzimo,3 chord,1403,5185,Progressive rock,7,1994
23018,MGMT,"4,5,6",Verse,Electric Feel,3 chord,1441427,12523597,electronic,79,2007
23024,Jamie Cullum,"4,5,6",Intro and Verse,Don't stop the music,3 chord,153274,901626,jazz,37,2009
23045,Porcupine Tree,"4,5,6",Chorus,Buying New Soul,3 chord,33841,293912,Progressive rock,34,2001
23081,Bjork,"4,5,6",Chorus,Hyperballad,3 chord,478495,3000386,electronic,29,2002
23087,Chipzel,"4,5,6",Chorus,Courtesy,3 chord,11488,72645,chiptune,35,2012
23101,Rihanna,"4,5,6",Chorus,What Now,3 chord,189545,1542126,pop,58,2012
23133,Ellie Goulding,"4,5,6",Verse,Love Me Like You Do,3 chord,107170,1349649,love at first listen,64,2018
23138,Carrie Underwood,"4,5,6",Chorus,Cowboy Casanova,3 chord,162791,806555,country,59,2009
23171,Tony Igy,"4,5,6",Chorus,Astronomia,3 chord,14634,111799,House,55,2016
23212,Grimes,"4,5,6",Chorus,REALiTi,3 chord,158147,1699097,love at first listen,57,2015
23228,10cc,"4,5,6",Intro and Verse,The Wall Street Shuffle,3 chord,66115,210783,rock,49,2004
23236,Darude,"4,5,6",Verse,Feel The Beat,3 chord,107342,397885,trance,41,2007
23248,The Cribs,"4,5,6",Verse,Burning For No One,3 chord,32936,105758,british,24,2015
23286,Madeon,"4,5,6",Pre-Chorus,Pay No Mind,3 chord,66730,342808,electronic,46,2015
23304,Nine Inch Nails,"4,5,6",Verse,Just Like You Imagined,3 chord,232531,1788323,industrial,47,1999
23320,Krewella,"4,5,6",Instrumental,Live for the Night,3 chord,81227,506404,electronic,55,2013
23327,Eric Prydz,"4,5,6",Verse,Pjanoo,3 chord,154306,776972,House,9,2009
23333,Avicii,"4,5,6",Verse,Waiting For Love,3 chord,280198,1893823,dance,80,2015
23344,Cash Cash,"4,5,6",Chorus,Overtime,3 chord,28535,158531,Workout,53,2013
23345,Michael Sembello,"4,5,6",Intro,Maniac,3 chord,267857,1218096,80s,68,1983
23369,Wanting,"4,5,6",Chorus,Jar of Love,3 chord,1941,11103,c nami,30,2012
23377,Scorpions,"4,5,6",Pre-Chorus and Chorus,Humanity,3 chord,94111,567093,hard rock,42,2007
23383,Bastille,"4,5,6",Chorus,Bad Blood,3 chord,278052,2046905,alternative,52,2013
23393,Within Temptation,"4,5,6",Intro,A Demon's Fate,3 chord,47013,379155,symphonic metal,47,2011
23423,Inicialoj DC,"4,5,6",Chorus,Berlino Sen Vi,3 chord,81,1744,lovesong,9,2010
23433,Sufjan Stevens,"4,5,6",Outro,Should Have Known Better,3 chord,270689,2094293,indie,65,2015
23448,Dire Straits,"4,5,6",Verse,Brothers In Arms,3 chord,610934,3971094,classic rock,54,1985
23484,Ellie Goulding,"4,5,6",Chorus,On My Mind,3 chord,228372,1801304,pop,62,2015
23508,Sia,"4,5,6",Chorus,Free The Animal,3 chord,110258,759259,female vocalist,48,2015
23513,Toby Fox,"4,5,6",Intro,Undertale,3 chord,14394,100996,chill,55,2016
23517,MelodySheep,"4,5,6",Pre-Chorus and Chorus,Magically Delicious,3 chord,523,2308,tv,19,2013
23521,Bastille,"4,5,6",Pre-Chorus,Oblivion,3 chord,225035,1499069,pop,58,2013
23540,Brandon Flowers,"4,5,6",Chorus,Can't Deny My Love,3 chord,82059,691154,love at first listen,49,2015
23556,3 Doors Down,"4,5,6",Chorus,Kryptonite,3 chord,1067856,7265039,rock,79,2000
23604,Twenty One Pilots,"4,5,6",Chorus,Tear In My Heart,3 chord,204052,1768986,alternative,75,2015
23622,Tantric,"4,5,6",Chorus,Breakdown,3 chord,52112,272724,acoustic,60,2001
23633,Def Leppard,"4,5,6",Chorus,Bringin' On The Heartbreak,3 chord,74234,410438,hard rock,36,2013
23639,Breathe Carolina,"4,5,6",Chorus,More Than Ever,3 chord,8300,31304,big room house,43,2015
23643,Nil Lara,"4,5,6",Verse,Fighting For My Love,3 chord,40323,222293,scrubs,39,1996
23653,Koda,"4,5,6",Verse,Staying,3 chord,31997,125571,ambient,44,2014
23659,Fleetwood Mac,"4,5,6",Chorus,Everywhere,3 chord,454568,2396953,80s,57,1988
23699,Shannon,"4,5,6",Verse,Let The Music Play,3 chord,84200,307780,80s,55,2000
23704,Britney Spears,"4,5,6",Chorus,Gimme More,3 chord,521781,5631782,pop,71,2007
23743,Cameo,"4,5,6",Chorus,Word Up,3 chord,222766,744476,funk,65,1986
23762,Killswitch Engage,"4,5,6",Chorus,When Darkness Falls,3 chord,230846,1260502,metalcore,46,2004
23767,Parkway Drive,"4,5,6",Intro,Horizons,3 chord,102794,917815,metalcore,46,2009
23796,Coldplay,"4,5,6",Chorus,Hymn For The Weekend,3 chord,284251,2348719,alternative rock,79,2015
23811,Melanie Martinez,"4,5,6",Verse,Dollhouse,3 chord,116643,1064130,pop,73,2015
23836,Knife Party,"4,5,6",Verse,Reconnect,3 chord,21567,84082,electronic,30,2014
23866,Eric Prydz,"4,5,6",Chorus,Generate,3 chord,13768,81962,swedish,51,2016
23894,Adele,"4,5,6",Chorus,When We Were Young,3 chord,247415,1951621,soul,75,2016
23902,Chevelle,"4,5,6",Chorus,Closure,3 chord,204564,900933,alternative rock,55,2002
23931,Faith No More,"4,5,6",Intro,Epic,3 chord,508243,2980250,rock,70,1989
23975,Rihanna,"4,5,6",Chorus,Kiss It Better,3 chord,169470,2112107,pop,70,2016
23991,DJ Khaled,"4,5,6",Chorus,Gold Slugs,3 chord,21019,78946,Chris Brown,53,2015
24016,Hozier,"4,5,6",Verse,Someone New,3 chord,270395,1638060,soul,70,2014
24037,Kevin Gates,"4,5,6",Chorus,2 Phones,3 chord,61183,318757,rap,72,2016
24049,Virtual Riot,"4,5,6",Intro,Lunar,3 chord,2105,10010,melodic dubstep,39,2017
24052,Anamanaguchi,"4,5,6",Intro,Rock Club,3 chord,26247,126862,electronica,33,2010
24057,Galantis,"4,5,6",Chorus,No Money,3 chord,205514,1349689,electronic,74,2016
24089,Muse,"4,5,6",Verse,Blackout,3 chord,580452,3729130,alternative rock,56,2004
24114,Tangerine Dream,"4,5,6",Instrumental,Love On A Real Train,3 chord,98569,335605,electronic,24,2009
24118,Muse,"4,5,6",Verse,Aftermath,3 chord,93068,451267,alternative rock,51,2015
24123,Van Halen,"4,5,6",Intro,Right Now,3 chord,166832,709976,hard rock,54,1991
24164,Eric Prydz,"4,5,6",Chorus,Opus,3 chord,31795,180724,Progressive House,65,2016
24180,Demi Lovato,"4,5,6",Verse,Body Say,3 chord,92504,804032,revival,66,2016
24236,Billy Joel,"4,5,1",Verse,Piano Man,3 chord,642663,3477821,classic rock,76,1973
24267,Britney Spears,"4,5,1",Chorus,Baby One More Time,3 chord,609076,3844744,pop,78,1999
24324,Ingrid Michaelson,"4,5,1",Verse,The Way I Am,3 chord,386955,2294234,female vocalists,63,2007
24346,Kenny Chesney,"4,5,1",Chorus,Summertime,3 chord,91840,351304,country,58,2005
24350,Kenny Chesney,"4,5,1",Verse,The Road And The Radio,3 chord,11415,39444,country,35,2005
24374,Michael Buble,"4,5,1",Chorus,Haven't Met You Yet,3 chord,345803,2398183,pop,75,2009
24410,Oasis,"4,5,1",Pre-Chorus and Chorus,Wonderwall,3 chord,1895929,15722168,rock,59,2006
24544,Michael Jackson,"4,5,1",Chorus,Man In The Mirror,3 chord,571379,3263432,pop,65,1995
24576,Donna Summer,"4,5,1",Chorus,I Feel Love,3 chord,258030,950946,Disco,52,1987
24596,John Mayer,"4,5,1",Chorus,Who Says,3 chord,408060,2758513,singer-songwriter,71,2009
24612,Billy Joel,"4,5,1",Verse,Goodnight Saigon,3 chord,111911,404459,rock,53,1982
24618,Vanessa Williams,"4,5,1",Verse and Pre-Chorus,Save The Best For Last,3 chord,141742,518570,female vocalists,56,1991
24623,Anne Murray,"4,5,1",Chorus,Danny's Song,3 chord,21429,78022,country,49,1973
24647,Sublime,"4,5,1",Chorus,Santeria,3 chord,795735,5190335,ska,75,1996
24690,Daniel Powter,"4,5,1",Chorus Lead-Out,Bad Day,3 chord,609362,3374521,pop,78,2005
24709,Cyndi Lauper,"4,5,1",Chorus,Time After Time,3 chord,699171,3442149,80s,74,2014
24752,They Might Be Giants,"4,5,1",Pre-Chorus and Chorus,Why Must I Be Sad,3 chord,11284,47663,alternative,20,1994
24762,Ed Sheeran,"4,5,1",Chorus,Lego House,3 chord,408864,3526230,acoustic,73,2011
24824,Electric Light Orchestra,"4,5,1",Verse,Mr Blue Sky,3 chord,670333,3819396,classic rock,82,1977
25046,Extreme,"4,5,1",Intro,More Than Words,3 chord,489033,2483573,acoustic,69,1990
25128,Paul Kelly,"4,5,1",Verse,How to Make Gravy,3 chord,14676,68390,christmas,39,2008
25154,Bright Eyes,"4,5,1",Intro,First Day of My Life,3 chord,735193,6102479,indie,40,2005
25195,Austin Mahone,"4,5,1",Pre-Chorus and Chorus,What About Love,3 chord,35160,335199,pop,55,2014
25287,The Knack,"4,5,1",Chorus,My Sharona,3 chord,408901,1885099,rock,75,1979
25377,S Club 7,"4,5,1",Chorus,S Club Party,3 chord,80565,295096,pop,58,1999
25386,Dido,"4,5,1",Verse,Thank You,3 chord,630965,3313799,pop,61,1999
25441,Sandra,"4,5,1",Chorus,Everlasting Love,3 chord,52125,238660,80s,51,1987
25456,Rush,"4,5,1",Verse,The Spirit of Radio,3 chord,245334,1395984,Progressive rock,21,2013
25472,Lindsey Stirling,"4,5,1",Bridge,Master Of Tides,3 chord,33354,242836,violin,51,2014
25491,Kanye West,"4,5,1",Intro,Bound 2,3 chord,311217,2478435,uh huh honey,72,2013
25590,The Living Tombstone,"4,5,1",Chorus,Five Nights at Freddy's,3 chord,11387,84457,electronic,64,2014
25666,Fleet Foxes,"4,5,1",Verse,Isles,3 chord,64887,271640,folk,35,2018
25689,Leonard Cohen,"4,5,1",Chorus,Master Song,3 chord,125836,549736,folk,45,1967
25724,My Bloody Valentine,"4,5,1",Intro,Only Shallow,3 chord,426559,3181130,shoegaze,53,1991
25870,Lit,"4,5,1",Chorus,My Own Worst Enemy,3 chord,376161,1847532,rock,72,1999
25875,Genki Rockets,"4,5,1",Chorus,Heavenly Star,3 chord,12959,124742,j-pop,25,2008
25929,Scissor Sisters,"4,5,1",Chorus,I Can't Decide,3 chord,150472,1055201,pop,60,2006
26022,Marvin Gaye,"4,5,1",Chorus,Let's Get It On,3 chord,517466,2211024,soul,65,1973
26096,Meghan Trainor,"4,5,1",Chorus,Dear Future Husband,3 chord,146398,858996,pop,73,2015
26101,Harvey Danger,"4,5,1",Verse,Flagpole Sitta,3 chord,208873,1317742,90s,64,1997
26128,The Beatles,"4,5,1",Pre-Chorus and Chorus,Octopus's Garden,3 chord,594192,3638028,classic rock,43,2006
26202,Herman's Hermits,"4,5,1",Chorus,No Milk Today,3 chord,181986,820157,60s,43,1966
26241,Hamilton Joe Frank and Reynolds,"4,5,1",Chorus,Don't Pull Your Love,3 chord,33053,109481,70s,38,1994
26309,Pixies,"4,5,1",Pre-Chorus and Chorus,Here Comes Your Man,3 chord,732981,5239459,alternative,69,1989
26337,Rustie,"4,5,1",Outro,Ultra Thizz,3 chord,45674,217649,dubstep,25,2011
26503,Vampire Weekend,"4,5,1",Intro,M79,3 chord,442816,3161786,indie,53,2008
26508,Cee Lo Green,"4,5,1",Intro,Forget You,3 chord,159391,915016,fuck you,63,2010
26552,Traditional,"4,5,1",Verse,We Wish You a Merry Christmas,3 chord,3450,7822,christmas,24,1996
26567,Keri Hilson,"4,5,1",Chorus,Pretty Girl Rock,3 chord,195957,861902,pop,67,2010
26610,MORTEN,"4,5,1",Chorus,Beautiful Heartbeat - Avicii Remix,3 chord,6717,24141,remix,54,2016
26680,Basshunter,"4,5,1",Chorus,Now You're Gone,3 chord,132174,960811,dance,49,2008
26787,Animal Collective,"4,5,1",Pre-Chorus and Chorus,Leaf House,3 chord,242583,1607837,experimental,2,2004
26817,Little Peggy March,"4,5,1",Verse,I Will Follow Him,3 chord,32665,140616,oldies,54,1963
26900,Mariah Carey,"4,5,1",Intro,Always Be My Baby,3 chord,326393,1767540,pop,75,1995
26922,Starship,"4,5,1",Verse and Pre-Chorus,Nothing's Gonna Stop Us Now,3 chord,309767,1343315,80s,77,1987
26953,Beach House,"4,5,1",Verse,The Hours,3 chord,216258,1478282,dream pop,48,2012
27031,Deep Purple,"4,5,4",Intro,Smoke on the Water,3 chord,929333,4462095,classic rock,66,1972
27085,Los del Rio,"4,5,4",Chorus,Macarena,3 chord,190530,614672,dance,62,1996
27100,The Strokes,"4,5,4",Chorus,Reptilia,3 chord,1245825,9585626,indie rock,74,2003
27105,Jane's Addiction,"4,5,4",Verse,Jane Says,3 chord,319195,1266686,alternative rock,66,1988
27181,Yeng Constantino,"4,5,4",Pre-Chorus and Chorus,Chinito,3 chord,1163,8771,pop rock,50,2013
27211,Helloween,"4,5,4",Verse and Pre-Chorus,Perfect Gentelman,3 chord,65820,416106,Power metal,45,1994
27333,Mumford and Sons,"4,5,4",Chorus,Babel,3 chord,405736,2623816,folk,60,2012
27371,Bad Lip Reading,"4,5,4",Chorus,Kicked Your Monkey,3 chord,1115,7568,tiny mustache on your cat on wednesdays,22,2012
27414,Michael Jackson,"4,5,4",Pre-Chorus and Chorus,Smooth Criminal,3 chord,618072,3987544,pop,29,2012
27437,Skrillex,"4,5,4",Pre-Chorus,Breakn' A Sweat,3 chord,162482,732071,dubstep,58,2011
27452,The Who,"4,5,4",Verse,Who Are You,3 chord,535701,2093280,classic rock,72,1978
27483,Blind Melon,"4,5,4",Bridge,No Rain,3 chord,675455,3623012,90s,76,1992
27500,Tuxedomoon,"4,5,4",Intro,What Use,3 chord,8980,24515,1Live Fiehe,10,1989
27528,Vince Guaraldi,"4,5,4",Intro and Verse,Linus And Lucy,3 chord,43257,168838,jazz,32,2007
27648,Billy Talent,"4,5,4",Pre-Chorus and Chorus,The Ex,3 chord,262803,1705213,punk rock,48,2003
27676,The White Stripes,"4,5,4",Verse,The Denial Twist,3 chord,390229,2008146,rock,49,2005
27686,Pearl Jam,"4,5,4",Intro,Jeremy,3 chord,833240,5221269,Grunge,75,1991
27736,Tame Impala,"4,5,4",Verse,Reality In Motion,3 chord,182092,1113630,Psychedelic Rock,63,2015
27741,Madonna,"4,5,4",Chorus,Express Yourself,3 chord,237631,1388054,funk,58,2009
27754,Blur,"4,5,4",Verse,Advert,3 chord,105716,422537,britpop,4,2009
27783,SCORPIONS,"4,5,4",Verse,Rock You Like a Hurricane,3 chord,551393,3143068,hard rock,64,2017
27910,James Taylor,"4,5,4",Verse,Carolina In My Mind,3 chord,212697,824724,folk,68,1976
27919,Bruno Mars,"4,5,4",Chorus,Gorilla,3 chord,190704,1091401,pop,69,2012
27931,Nsync,"4,5,4",Pre-Chorus and Chorus,Bye Bye Bye,3 chord,423453,1987929,pop,73,2000
27960,Lucky Boys Confusion,"4,5,4",Verse and Pre-Chorus,Closer To Our Graves,3 chord,6535,43069,alternative rock,21,2003
27983,Madonna,"4,5,4",Verse and Pre-Chorus,Mer Girl,3 chord,72839,353343,pop,38,1998
27988,Coldplay,"4,5,4",Chorus,Square One,3 chord,629445,3455790,rock,55,2005
27992,The Strokes,"4,5,4",Pre-Chorus,New York City Cops,3 chord,399772,2559287,indie rock,42,2002
28021,Britney Spears,"4,5,3",Chorus,Hold It Against Me,3 chord,340939,6162661,pop,60,2011
28049,Nsync,"4,5,3",Chorus,It's Gonna Be Me,3 chord,235498,1203940,pop,68,2000
28059,Usher,"4,5,3",Chorus,Scream,3 chord,239279,1402641,dance,66,2012
28069,Kavinsky,"4,5,3",Chorus Lead-Out,Nightcall,3 chord,491443,4270661,electronic,70,2010
28112,Queen,"4,5,3",Bridge,The Show Must Go On,3 chord,669806,4243577,classic rock,43,1991
