artist,cp,section,song,type
The Beach Boys,"1,4,1",Chorus,Kokomo,3 chord
The Beach Boys,"1,6,4",Verse,Surfer Girl,3 chord
The Beach Boys,"1,6,2",Intro,Wouldn't It Be Nice,3 chord
The Beatles,"1,5,1",Bridge,A Day In The Life,3 chord
The Beatles,"6,4,5",Verse,A Day in the Life,3 chord
The Beatles,"1,4,1",Solo,A Hard Day's Night,3 chord
The Beatles,"1,6,2",Verse,ALL I'VE GOT TO DO,3 chord
The Beatles,"1,6,4",Verse,All My Loving,3 chord
The Beatles,"1,4,5",Pre-Chorus,All Together Now,3 chord
The Beatles,"4,5,1",Verse,And I Love Her,3 chord
The Beatles,"4,1,4",Verse,Back In The USSR,3 chord
The Beatles,"6,5,4",Chorus,Come Together,3 chord
The Beatles,"5,1,5",Verse,Day Tripper,3 chord
The Beatles,"4,1,6",Verse,Eight Days a Week,3 chord
The Beatles,"5,1,4",Verse,Everybody's Got Something to Hide,3 chord
The Beatles,"1,4,1",Chorus,For You Blue,3 chord
The Beatles,"1,6,1",Intro and Verse,From Me To You,3 chord
The Beatles,"1,5,1",Verse,Get Back,3 chord
The Beatles,"6,2,6",Verse,Girl,3 chord
The Beatles,"6,2,6",Intro,Happiness is a Warm Gun,3 chord
The Beatles,"1,4,5",Verse,Here Comes the Sun,3 chord
The Beatles,"1,2,3",Verse,Here There And Everywhere,3 chord
The Beatles,"1,5,1",Verse,Hey Jude,3 chord
The Beatles,"4,5,1",Intro and Verse,I Am the Walrus,3 chord
The Beatles,"1,5,6",Verse and Pre-Chorus,I Should Have Known Better,3 chord
The Beatles,"1,5,6",Verse,I Want to Hold Your Hand,3 chord
The Beatles,"1,4,5",Verse,I Will,3 chord
The Beatles,"4,5,1",Verse,I'm Happy Just To Dance With You,3 chord
The Beatles,"1,4,5",Verse,I'm Looking Through You,3 chord
The Beatles,"1,4,1",Verse,I'm Only Sleeping,3 chord
The Beatles,"1,4,1",Chorus,I've Just Seen A Face,3 chord
The Beatles,"1,6,2",Intro,If I Fell,3 chord
The Beatles,"5,4,5",Verse,If I Needed Someone,3 chord
The Beatles,"1,5,6",Intro and Verse,In My Life,3 chord
The Beatles,"1,6,4",Chorus,It Won't Be Long,3 chord
The Beatles,"1,4,1",Verse,Lady Madonna,3 chord
The Beatles,"1,5,6",Verse,Let It Be,3 chord
The Beatles,"1,5,6",Verse,Lovely Rita,3 chord
The Beatles,"1,5,4",Solo,Nowhere Man,3 chord
The Beatles,"1,5,6",Chorus,Ob-La-Di Ob-La-Da,3 chord
The Beatles,"4,5,1",Pre-Chorus and Chorus,Octopus's Garden,3 chord
The Beatles,"1,5,6",Verse,Oh Darling,3 chord
The Beatles,"1,4,1",Intro and Verse,Paperback Writer,3 chord
The Beatles,"1,4,1",Verse,Please Please Me,3 chord
The Beatles,"1,4,1",Verse,Revolution,3 chord
The Beatles,"1,6,2",Intro and Verse,The Fool on the Hill,3 chord
The Beatles,"6,3,6",Verse,Things We Said Today,3 chord
The Beatles,"1,2,5",Verse,Ticket to Ride,3 chord
The Beatles,"1,4,5",Chorus,Twist And Shout,3 chord
The Beatles,"1,5,4",Verse,Two Of Us,3 chord
The Beatles,"1,6,2",Bridge,Wait,3 chord
The Beatles,"1,5,1",Verse,We Can Work It Out,3 chord
The Beatles,"1,4,1",Verse,What You're Doing,3 chord
The Beatles,"1,5,1",Verse,When I'm Sixty-Four,3 chord
The Beatles,"4,6,5",Intro,While My Guitar Gently Weeps,3 chord
The Beatles,"1,5,2",Verse,With A Little Help From My Friends,3 chord
The Beatles,"1,5,1",Chorus,Yellow Submarine,3 chord
The Beatles,"4,1,5",Verse,You've Got To Hide Your Love Away,3 chord
The Begging Sea,"1,5,6",Verse,All We've Got,3 chord
The Besides,"1,4,5",Intro,Get What,3 chord
The Big Bang Theory,"4,5,6",Chorus,From The Moment That I Met You,3 chord
The Bird and the Bee,"1,4,1",Chorus,Polite Dance Song,3 chord
The Bird and the Bee,"4,5,6",Chorus,Will You Dance,3 chord
The Black Eyed Peas,"4,1,4",Intro,I Gotta Feeling,3 chord
The Black Keys,"1,5,4",Verse,Gold On The Ceiling,3 chord
The Blue Hearts,"1,4,5",Chorus,Linda Linda,3 chord
The Blues Brothers,"4,5,1",Chorus,Soul Man,3 chord
The Buggles,"1,4,1",Chorus,Video Killed The Radio Star,3 chord
The Calling,"1,5,6",Chorus,Wherever You Will Go,3 chord
The Cardigans,"5,1,4",Chorus,Lovefool,3 chord
The Cars,"1,5,4",Chorus,Just What I Needed,3 chord
The Chainsmokers,"5,4,5",Chorus,Closer Ft Halsey,3 chord
The Chainsmokers,"1,5,6",Intro,Don't Let Me Down Ft Daya,3 chord
The Chainsmokers,"1,2,1",Intro and Verse,Kanye,3 chord
The Chemical Brothers,"1,2,1",Intro and Verse,Galvanize,3 chord
The Chiffons,"5,2,5",Verse,He's So Fine,3 chord
The Cinematics,"1,4,5",Chorus,A Strange Education,3 chord
The Cinematics,"1,2,3",Chorus,Hard For Young Lovers,3 chord
The Cinematics,"6,2,3",Verse and Pre-Chorus,Race To The City,3 chord
The Common Linnets,"1,6,4",Chorus,Calm After The Storm,3 chord
The Connells,"1,5,6",Chorus,'74-'75,3 chord
The Coral,"1,5,4",Chorus,Dreaming Of You,3 chord
The Coral,"4,6,4",Verse,Dreaming of you,3 chord
The Cranberries,"1,4,5",Verse,No Need To Argue,3 chord
The Cranberries,"1,6,3",Intro,Ode to my family,3 chord
The Cribs,"4,5,6",Verse,Burning For No One,3 chord
The Cure,"6,1,4",Intro,A Forest,3 chord
The Cure,"1,2,3",Intro,Boys Don't Cry,3 chord
The Cure,"1,5,2",Solo,Just Like Heaven,3 chord
The Cure,"1,4,5",Chorus,Lovesong,3 chord
The Cure,"4,6,5",Verse,The Figurehead,3 chord
The Darkness,"1,4,5",Chorus,Christmas Time - Don't Let The Bells End,3 chord
The Darkness,"1,2,16",Chorus,I Believe In A Thing Called Love,3 chord
The Dead Tapes,"1,2,5",Verse,Something Different,3 chord
The Dear Hunter,"5,1,6",Chorus,Crow and Cackle,3 chord
The Decemberists,"1,5,4",Chorus,16 Military Wives,3 chord
The Decemberists,"4,5,4",Chorus,Won't Want For Love,3 chord
The Divine Comedy,"1,5,6",Bridge,At The Indie Disco,3 chord
The Divine Comedy,"6,4,1",Solo,My Lovely Horse,3 chord
The Doors,"5,2,4",Verse,Love Her Madly,3 chord
The Doors,"4,6,5",Verse,Love Street,3 chord
The Doors,"6,2,6",Intro and Verse,People Are Strange,3 chord
The Downtown Fiction,"1,5,2",Chorus,I Just Wanna Run,3 chord
The Drifters,"1,6,4",Verse,Up On The Roof,3 chord
The Dubliners,"1,5,1",Chorus,On Raglan Road,3 chord
The Dumplings,"1,6,5",Intro and Verse,Man Pregnant,3 chord
The Eagles,"1,5,4",Verse,Take It Easy,3 chord
The Eagles,"4,5,1",Pre-Chorus and Chorus,Take It To The Limit,3 chord
The Electric Warehouse,"1,5,2",Solo 1,If I Forget,3 chord
The Electric Warehouse,"1,5,6",Chorus,The Hero,3 chord
The Flashbulb,"1,5,2",Chorus,Autumn Insomnia Session,3 chord
The Flower Kings,"5,2,1",Chorus,Man of the World,3 chord
The Four Seasons,"1,6,2",Verse,Sherry,3 chord
The Fray,"1,4,5",Chorus,How To Save A Life,3 chord
The Fray,"1,6,5",Chorus,Over My Head - Cable Car,3 chord
The Fray,"6,4,1",Chorus,You Found Me,3 chord
The Gaslight Anthem,"1,5,6",Intro,45,3 chord
The Gaslight Anthem,"4,1,5",Chorus,Biloxi Parish,3 chord
The Gaslight Anthem,"1,5,1",Chorus,Blue Dahlia,3 chord
The Gaslight Anthem,"1,5,6",Verse,Have Mercy,3 chord
The Gaslight Anthem,"1,5,6",Chorus,Rollin' And Tumblin',3 chord
The Gaslight Anthem,"1,5,6",Pre-Chorus and Chorus,The '59 Sound,3 chord
The Gaslight Anthem,"1,5,6",Verse,The Navesink Banks,3 chord
The Gaslight Anthem,"1,5,6",Verse,The Spirit of Jazz,3 chord
The Good and the Damned,"6,2,6",Verse,Desaparecidos,3 chord
The Good and the Damned,"4,5,1",Chorus,Little Electric,3 chord
The Gregory Brothers,"1,4,1",Chorus,Auto-Tune The News 5,3 chord
The Gregory Brothers,"5,1,4",Verse and Pre-Chorus,Auto-Tune the News 6,3 chord
The Gregory Brothers,"4,1,4",Chorus,Feel The Bern,3 chord
The Gregory Brothers,"5,4,1",Chorus,Happy Radioactive,3 chord
The Griswolds,"1,5,4",Chorus,Beware The Dog,3 chord
The Gromble,"1,6,5",Pre-Chorus,By Christmas,3 chord
The Head and The Heart,"1,5,1",Intro and Verse,Shake,3 chord
The Heavy,"1,4,1",Chorus,Stuck,3 chord
The Horrible Crowes,"4,1,5",Verse,Black Betty and The Moon,3 chord
The Horrible Crowes,"1,6,5",Chorus,Cherry Blossoms,3 chord
The Horrible Crowes,"1,5,6",Intro and Verse,Crush,3 chord
The Hotelier,"4,6,5",Intro,An Introduction To The Album,3 chord
The Human League,"1,5,4",Verse,Don't You Want Me,3 chord
The J Geils Band,"1,5,4",Intro,Centerfold,3 chord
The Jetzons,"4,5,6",Chorus,Hard Times,3 chord
The Killers,"1,4,1",Intro,All These Things That I've Done,3 chord
The Killers,"1,5,6",Chorus,Human,3 chord
The Killers,"4,6,5",Chorus,Miss Atomic Bomb,3 chord
The Killers,"1,4,6",Chorus,Mr Brightside,3 chord
The Killers,"4,1,5",Pre-Chorus and Chorus,Read My Mind,3 chord
The Killers,"6,4,5",Chorus,Somebody Told Me,3 chord
The Killers,"1,4,5",Intro,When You Were Young,3 chord
The Killing Moon,"1,4,6",Bridge,Echo And The Bunnymen,3 chord
The Kingsmen,"1,5,1",Chorus,Louie Louie,3 chord
The Kinks,"1,5,4",Bridge,Lola,3 chord
The Kinks,"1,5,1",Chorus,Strangers,3 chord
The Knack,"4,5,1",Chorus,My Sharona,3 chord
The Knife,"1,6,1",Intro,Heartbeats,3 chord
The Kooks,"1,5,4",Chorus,Naive,3 chord
The Kooks,"1,5,2",Chorus,She Moves In Her Own Way,3 chord
The La's,"1,5,4",Intro,There She Goes,3 chord
The Lady in the Radiator,"1,5,1",Verse,In Heaven Everything is Fine,3 chord
The Legend of Zelda,"1,4,1",Instrumental,Lost Woods,3 chord
The Libertines,"1,5,6",Verse,Don't Look Back Into The Sun,3 chord
The Living End,"1,4,5",Chorus,All Torn Down,3 chord
The Living End,"1,6,3",Chorus,West End Riot,3 chord
The Living End,"1,5,6",Chorus,Who's Gonna Save Us,3 chord
The Living Tombstone,"4,5,1",Chorus,Five Nights at Freddy's,3 chord
The Living Tombstone,"1,5,1",Chorus,Sorry Jack,3 chord
The Living Tombstone,"1,5,6",Bridge,Squid Melody,3 chord
The Lonely Island,"6,2,5",Chorus,Boombox,3 chord
The Lonely Island,"1,5,6",Bridge,Jack Sparrow,3 chord
The Lost Angeles,"6,5,4",Chorus,Coulda Been Something - Korpean Remix,3 chord
The Lumineers,"6,5,1",Chorus,Flowers In Your Hair,3 chord
The Lumineers,"1,4,6",Bridge,Ho Hey,3 chord
The Lumineers,"1,4,1",Verse and Pre-Chorus,Stubborn Love,3 chord
The Lumineers ,"1,6,5",Chorus,Ho Hey,3 chord
The M Machine,"6,5,4",Chorus Lead-Out,Ghosts In The Machine,3 chord
The Mamas and The Papas,"4,5,1",Chorus,Make Your Own Kind of Music,3 chord
The Mighty Mighty Bosstones,"1,5,6",Chorus,A Jackknife to a Swan,3 chord
The Mighty Mighty Bosstones,"1,5,6",Chorus,Bad News and Bad Breaks,3 chord
The Mighty Mighty Bosstones,"1,5,4",Chorus,Don't Worry Desmond Dekker,3 chord
The Mighty Mighty Bosstones,"4,1,5",Chorus,Like a Shotgun,3 chord
The Mighty Mighty Bosstones,"1,5,6",Chorus,So Sad To Say,3 chord
The Mighty Mighty Bosstones,"1,5,4",Chorus,Sugar Free,3 chord
The Mighty Mighty Bosstones,"1,4,1",Chorus,Sunday Afternoons on Wisdom Ave,3 chord
The Mighty Mighty Bosstones,"1,5,4",Chorus,The Horse Shoe and the Rabbit's Foot,3 chord
The Mighty Mighty Bosstones,"4,1,5",Chorus,The Impression That I Get,3 chord
The Mighty Mighty Bosstones,"1,4,5",Verse,The Magic of Youth,3 chord
The Mighty Mighty Bosstones,"1,5,4",Chorus,The One With The Woes All Over It,3 chord
The Mighty Mighty Bosstones,"1,5,4",Chorus,The Package Store Petition,3 chord
The Mighty Mighty Bosstones,"1,4,1",Verse,The Punch Line,3 chord
The Mighty Mighty Bosstones,"1,5,1",Intro,The Upper Hand,3 chord
The Mighty Mighty Bosstones,"1,5,4",Chorus,They Will Need Music,3 chord
The Modern Lovers,"1,4,1",Intro and Verse,Road Runner,3 chord
The Monkees,"1,5,1",Intro and Verse,Daydream Believer,3 chord
The Monkees,"1,2,3",Intro and Verse,Some,3 chord
The Monkees,"1,2,3",Intro and Verse,Sometime In The Morning,3 chord
The Moody Blues,"1,4,5",Verse,Once Upon a Time in your Wildest Dreams,3 chord
The Moody Blues,"1,2,5",Verse,The Story in your Eyes,3 chord
The Moody Blues,"1,5,4",Verse,Tuesday Afternoon,3 chord
The Mowgli's,"1,5,6",Chorus,I'm Good,3 chord
The Mowgli's,"1,4,1",Verse,Summertime,3 chord
The Muffs,"1,5,1",Pre-Chorus and Chorus,Outer Space,3 chord
The Muppets,"1,4,1",Chorus,Mah Na Mah Na,3 chord
The Muppets,"1,6,4",Verse,Rainbow Connection,3 chord
The Naked and Famous,"1,6,4",Chorus,Rolling Waves,3 chord
The National,"1,6,4",Outro,Afraid of Everyone,3 chord
The National,"1,5,6",Verse,Exile Vilify,3 chord
The Neighbourhood,"1,4,6",Chorus,Float,3 chord
The Neighbourhood,"6,1,4",Chorus,Sweater Weather,3 chord
The New Pornographers,"4,1,5",Instrumental,The Bones Of An Idol,3 chord
The Offspring,"1,5,6",Verse,Self Esteem,3 chord
The Offspring,"4,1,5",Intro,The Kids Aren't Alright,3 chord
The Offspring,"1,5,6",Verse,You're Gonna Go Far Kid,3 chord
The Oh Hellos,"1,4,1",Chorus,Hello My Old Heart,3 chord
The Paper Kites,"1,5,6",Intro,Bloom,3 chord
The Pogues,"1,5,1",Intro and Verse,Streams of Whiskey,3 chord
The Pogues and Kirsty MacColl,"1,5,6",Verse,Fairytale of New York,3 chord
The Police,"1,6,4",Intro,Every Breath You Take,3 chord
The Police,"1,4,5",Pre-Chorus and Chorus,Message In A Bottle,3 chord
The Police,"1,5,6",Verse,So Lonely,3 chord
The Police,"1,5,2",Chorus,Walking On The Moon,3 chord
The Presets,"6,4,1",Verse,Fall Hook N Sling Remix ,3 chord
The Presets,"4,5,6",Chorus,Promises,3 chord
The Proclaimers,"1,4,5",Verse,500 Miles,3 chord
The Prodigy,"4,1,5",Intro,Stand Up,3 chord
The Quarrymen,"1,4,1",Verse,In Spite Of All The Danger,3 chord
The Queenstons,"5,2,1",Verse and Pre-Chorus,Hot One,3 chord
The Quiet Revolution,"1,5,4",Intro and Verse,Parallel Me,3 chord
The Raconteurs,"6,4,1",Verse,Together,3 chord
The Ramones,"1,4,1",Verse,Blitzkrieg Bop,3 chord
The Rasmus,"1,6,5",Intro and Verse,In the Shadows,3 chord
The Reasoning,"1,6,4",Chorus,A Musing Dream,3 chord
The Rembrants,"1,4,5",Chorus,I'll Be There For You,3 chord
The Rescues,"6,1,4",Chorus,Be My Cure,3 chord
The Rocky Horror Show,"4,1,5",Chorus,The Time Warp,3 chord
The Rolling Stones,"6,4,1",Verse,Beast of Burden,3 chord
The Rolling Stones,"4,5,6",Chorus,Gimme Shelter,3 chord
The Rolling Stones,"1,5,1",Chorus,Satisfaction,3 chord
The Rolling Stones,"1,4,5",Chorus,Time Is On My Side,3 chord
The Rolling Stones,"1,5,4",Verse,Wild Horses,3 chord
The Ronettes,"1,2,5",Verse,Be My Baby,3 chord
The Salads,"1,6,5",Intro,Seasons,3 chord
The Script,"1,5,6",Intro,Hall of Fame,3 chord
The Script,"1,5,4",Instrumental,Superheroes,3 chord
The Script,"1,5,4",Chorus Lead-Out,The Man Who Can't Be Moved,3 chord
The Secret Sisters,"4,1,6",Verse,Tomorrow Will Be Kinder,3 chord
The Shins,"1,5,4",Chorus,Caring is Creepy,3 chord
The Shins,"1,2,6",Chorus,For A Fool,3 chord
The Shins,"1,5,4",Verse,Girl Inform Me,3 chord
The Shins,"1,5,1",Intro,New Slang,3 chord
The Shins,"1,4,5",Bridge,Phantom Limb,3 chord
The Shins,"1,4,5",Chorus,Simple Song,3 chord
The Shins,"1,5,1",Chorus,Young Pilgrims,3 chord
The Smiths,"4,5,1",Verse,Please Please Please Let Me Get What I Want,3 chord
The Smiths,"1,4,5",Verse and Pre-Chorus,The Boy With The Thorn In His Side,3 chord
The Smiths,"1,2,4",Verse,What She Said,3 chord
The Smiths,"1,4,5",Instrumental,William It Was Really Nothing,3 chord
The Solids,"6,5,4",Outro,Hey Beautiful,3 chord
The Sounds of Science,"1,4,5",Verse,The Nanosong,3 chord
The Spill Canvas,"4,6,4",Intro,All Over You,3 chord
The Stanley Brothers,"1,5,1",Verse,Over in the Gloryland,3 chord
The Stone Roses,"1,5,6",Chorus,I Wanna Be Adored,3 chord
The Strokes,"4,5,4",Pre-Chorus,New York City Cops,3 chord
The Strokes,"4,5,4",Chorus,Reptilia,3 chord
The Strokes,"1,6,5",Verse and Pre-Chorus,What Ever Happened,3 chord
The Supremes,"4,5,6",Chorus,Stop In The Name Of Love,3 chord
The Supremes,"4,1,5",Verse,Where Did Our Love Go,3 chord
The Sweet,"1,4,1",Intro and Verse,Ballroom Blitz,3 chord
The Teddy Bears,"1,5,6",Verse,To Know Him Is To Love Him,3 chord
The Temper Trap,"1,6,4",Intro,Sweet Disposition,3 chord
The Temptations,"1,4,1",Chorus,Ain't Too Proud to Beg,3 chord
The Temptations,"1,2,4",Chorus,My Girl,3 chord
The Tokens,"1,5,1",Chorus,The Lion Sleeps Tonight,3 chord
The Troggs,"1,4,5",Verse,Wild Thing,3 chord
The Turtles,"6,5,4",Verse,Happy together,3 chord
The Veronicas,"1,5,6",Chorus,4ever,3 chord
The Veronicas,"1,5,6",Chorus,Everything I'm Not,3 chord
The Verve,"1,6,3",Verse and Pre-Chorus,The Drugs Don't Work,3 chord
The Wailers,"6,2,6",Intro and Verse,Roots Rock Reggae,3 chord
The Wanted,"1,5,4",Chorus,Chasing The Sun,3 chord
The Wanted,"1,6,5",Intro,Glad You Came,3 chord
The Wanted,"1,5,6",Chorus,We Own The Night,3 chord
The Weeknd,"4,6,5",Pre-Chorus and Chorus,Can't Feel My Face,3 chord
The Weeknd,"1,5,4",Intro and Verse,The Party and The After Party,3 chord
The Weepies,"1,4,5",Verse,All That I Want,3 chord
The Weepies,"1,5,4",Chorus,Be My Honeypie,3 chord
The Weepies,"1,5,4",Verse,Gotta Have You,3 chord
The Weepies,"5,1,4",Chorus,I Was Made For Sunny Days,3 chord
The White Stripes,"1,5,4",Verse,Ball and Biscuit,3 chord
The White Stripes,"1,5,4",Verse,Dead Leaves And The Dirty Ground,3 chord
The White Stripes,"1,5,4",Verse,Fell In Love With A Girl,3 chord
The White Stripes,"1,5,4",Verse,I Want to Be the Boy to Warm Your Mother's Heart,3 chord
The White Stripes,"1,5,1",Verse 1,I'm Lonely,3 chord
The White Stripes,"1,5,1",Verse,Little Ghost,3 chord
The White Stripes,"1,4,5",Intro,My Doorbell,3 chord
The White Stripes,"1,4,5",Verse,Offend In Every Way,3 chord
The White Stripes,"1,6,5",Intro,Seven Nation Army,3 chord
The White Stripes,"4,5,4",Verse,The Denial Twist,3 chord
The White Stripes,"1,4,5",Verse,White Moon,3 chord
The White Stripes,"1,5,4",Verse,You Don't Know What Love Is,3 chord
The Who,"1,5,4",Intro and Verse,Baba O'Riley,3 chord
The Who,"1,5,4",Verse,Behind Blue Eyes,3 chord
The Who,"1,4,5",Pre-Chorus and Chorus,I Can See For Miles,3 chord
The Who,"1,6,4",Pre-Chorus and Chorus,I Can't Explain,3 chord
The Who,"1,4,5",Pre-Chorus and Chorus,Pinball Wizard,3 chord
The Who,"4,5,4",Verse and Pre-Chorus,Sunrise,3 chord
The Who,"4,5,4",Verse,Who Are You,3 chord
The Who,"4,1,5",Verse,Won't Get Fooled Again,3 chord
The Wonders,"1,4,5",Intro and Verse,That Thing You Do,3 chord
The World Ends With You,"1,4,5",Chorus,Deja Vu,3 chord
The Wreckers,"1,5,4",Chorus,Leave The Pieces,3 chord
The Zombies,"1,6,4",Verse,Hung Up On A Dream,3 chord
The Zombies,"5,4,1",Intro,This Will Be Our Year,3 chord
The Zombies,"5,4,1",Verse,This Will be Our Year,3 chord
The Zombies,"6,5,4",Chorus,Time of the Season,3 chord
The verve,"4,1,5",Intro,Bittersweet Symphony,3 chord
The xx,"1,4,6",Chorus,Intro,3 chord
TheFatRat,"6,4,5",Verse,Unity,3 chord
TheFatRat,"1,5,6",Intro,Windfall,3 chord
ThePianoGuys,"1,4,5",Intro,Berlin,3 chord
Theory of a Deadman,"4,1,5",Pre-Chorus and Chorus,Not Meant to Be,3 chord
They Might Be Giants,"1,4,5",Chorus,Ana Ng,3 chord
They Might Be Giants,"1,4,1",Verse,Bee Of The Bird Of The Moth,3 chord
They Might Be Giants,"1,4,1",Verse,Birdhouse In Your Soul,3 chord
They Might Be Giants,"1,5,4",Verse,Can't Keep Johnny Down,3 chord
They Might Be Giants,"1,4,5",Verse,Dead,3 chord
They Might Be Giants,"1,4,1",Chorus Lead-Out,Doctor Worm,3 chord
They Might Be Giants,"1,4,5",Chorus,Don't Let's Start,3 chord
They Might Be Giants,"1,5,4",Verse,Everything Right Is Wrong Again,3 chord
They Might Be Giants,"1,6,4",Pre-Chorus,Experimental Film,3 chord
They Might Be Giants,"1,5,1",Chorus,Hopeless Bleak Despair,3 chord
They Might Be Giants,"4,5,1",Verse,Museum Of Idiots,3 chord
They Might Be Giants,"1,5,4",Verse,Nightgown of the Sullen Moon,3 chord
They Might Be Giants,"5,1,4",Chorus,No One Knows My Plan,3 chord
They Might Be Giants,"1,5,4",Verse and Pre-Chorus,Sensurround,3 chord
They Might Be Giants,"1,5,1",Verse,Stomp Box,3 chord
They Might Be Giants,"1,5,1",Chorus,Taste the Fame,3 chord
They Might Be Giants,"1,5,4",Chorus,They'll Need A Crane,3 chord
They Might Be Giants,"1,4,1",Verse,Weep Day,3 chord
They Might Be Giants,"1,4,5",Verse,Where Your Eyes Don't Go,3 chord
They Might Be Giants,"4,5,1",Pre-Chorus and Chorus,Why Must I Be Sad,3 chord
Third Eye Blind,"1,5,4",Intro,How's It Going To Be,3 chord
Third Eye Blind,"1,5,4",Chorus,Never Let You Go,3 chord
Third Eye Blind,"1,5,4",Intro,Semi-Charmed Life,3 chord
Thom Yorke,"1,2,6",Intro,Black Swan,3 chord
Thomas Azier,"1,4,6",Chorus,Red Eyes,3 chord
Thomas Azier,"6,4,2",Intro and Verse,Red Eyes - Mike Luck Remix,3 chord
Thomas Bergersen,"1,2,4",Instrumental,Dragonland,3 chord
Thomas Bergersen,"1,5,2",Intro,Immortal,3 chord
Thomas Newman,"1,4,1",Instrumental,Nemo Egg - Finding Nemo,3 chord
Thomas Newson,"4,5,6",Chorus,Don't Hold Us feat Angelika Vee,3 chord
Thomas Rhett,"1,6,4",Chorus,Die A Happy Man,3 chord
Thomas Sharp,"6,5,6",Verse and Pre-Chorus,Darkwing Duck ,3 chord
Thompson Square,"1,5,1",Chorus,Are You Gonna Kiss Me Or Not,3 chord
Threxx,"1,5,6",Bridge,Mega Man Infamous Intent - Fresh Cleanse,3 chord
Threxx,"4,5,6",Intro and Verse,Mega Man Infamous Intent - Grimy Waters,3 chord
Threxx,"1,6,2",Verse,Mega Man Infamous Intent - Infinite Cyberspace,3 chord
Thrice,"1,2,6",Verse,A Song For Milly Michaelson,3 chord
Thrice,"6,2,6",Chorus,All The World Is Mad,3 chord
Thrice,"1,5,6",Chorus,Doublespeak,3 chord
Thrice,"4,6,5",Verse,Red Sky,3 chord
Thrice,"6,2,6",Intro,The Earth Will Shake,3 chord
Thrice,"1,5,4",Pre-Chorus and Chorus,The Weight,3 chord
Thundercat,"6,2,5",Bridge,Them Changes,3 chord
Thursday,"1,2,4",Chorus,Friends In The Armed Forces,3 chord
Tidal Wave,"1,5,6",Instrumental,Sub Focus,3 chord
Tiesto,"1,5,6",Chorus,Red Lights,3 chord
Tiesto,"6,2,5",Chorus,Secrets,3 chord
Tiesto - Oliver Heldens,"6,4,2",Chorus,The Right Song,3 chord
Tiesto - Sneaky Sound System,"4,5,6",Instrumental,I Will Be Here,3 chord
Tiesto and Allure,"1,5,6",Chorus,Pair of Dice,3 chord
Tiesto ft Tegan and Sara,"4,1,5",Verse,Feel It In My Bones,3 chord
Tiggy,"4,5,6",Chorus,Abracadabra,3 chord
Tik Tok,"4,5,6",Chorus,Kesha,3 chord
Tim Clarke,"4,5,6",Verse,New Age,3 chord
Tim McGraw,"1,5,6",Verse,It's Your Love,3 chord
Tim McGraw,"1,4,6",Chorus,Live Like You Were Dying,3 chord
Tim McGraw,"6,4,1",Chorus,Telluride,3 chord
Tim McGraw,"1,5,6",Verse,Where The Green Grass Grows,3 chord
Tim McMorris,"1,4,1",Pre-Chorus,Overwhelmed,3 chord
Tim Minchin,"1,5,6",Verse,Not Perfect,3 chord
Tim and Eric,"4,5,1",Verse,Come Over,3 chord
Timbaland,"6,3,4",Chorus,Give It To Me,3 chord
Timbaland ft Justin Timberlake,"4,5,6",Chorus,Carry Out,3 chord
Timbaland ft Katy Perry,"6,4,1",Intro and Verse,If We Ever Meet Again,3 chord
Timeflies,"4,5,1",Intro,All The Way - Milkman Remix,3 chord
Timeflies,"1,6,5",Chorus,All the Way,3 chord
Timothy Bishop,"1,6,2",Chorus,Hang In There,3 chord
Tina Maze,"6,3,5",Verse,My Way Is My Decision,3 chord
Tiny Moving Parts,"1,5,6",Verse,Headache,3 chord
To The Moon,"1,6,4",Intro,For River - Piano - Johnny's Version,3 chord
Tobu,"1,4,5",Chorus,Colors,3 chord
Toby Fox,"4,5,6",Chorus Lead-Out,Asgore,3 chord
Toby Fox,"1,6,2",Verse,Determination,3 chord
Toby Fox,"1,4,5",Verse,Dogsong,3 chord
Toby Fox,"5,4,5",Verse,Heartache,3 chord
Toby Fox,"4,5,6",Pre-Chorus,Hopes and Dreams,3 chord
Toby Fox,"5,1,56",Verse,It's Showtime,3 chord
Toby Fox,"4,6,4",Pre-Chorus,Megalo Strikes Back,3 chord
Toby Fox,"4,5,6",Verse,Megalovania,3 chord
Toby Fox,"6,5,4",Chorus,Once Upon a Time,3 chord
Toby Fox,"4,5,1",Intro,Reunited,3 chord
Toby Fox,"5,2,5",Chorus Lead-Out,Song That Might Play When You Fight Sans,3 chord
Toby Fox,"4,5,6",Chorus,Spear Of Justice,3 chord
Toby Fox,"4,5,6",Bridge,Spear of Justice,3 chord
Toby Fox,"1,5,6",Verse,Stronger Monsters,3 chord
Toby Fox,"4,5,6",Intro,Undertale,3 chord
Toby Fox,"1,6,5",Bridge,Your Best Nightmare,3 chord
Toby Keith,"1,5,6",Verse,Courtesy of the Red White and Blue,3 chord
Toby Keith,"1,5,4",Verse,Should've Been A Cowboy,3 chord
Toku-P,"1,4,5",Pre-Chorus,ARiA,3 chord
Tom Cochrane,"1,5,6",Chorus,Life is a Highway,3 chord
Tom Hanks,"1,6,2",Verse,Big soundtrack,3 chord
Tom Jones,"1,5,1",Chorus,Delilah,3 chord
Tom Odell,"6,2,6",Chorus,Another Love - Dimitri Vangelis and Wyman Remix,3 chord
Tom Petty,"1,4,5",Verse,Into The Great Wide Open,3 chord
Tom Petty And The Heartbreakers,"1,5,6",Pre-Chorus and Chorus,I Won't Back Down,3 chord
